t_s,wheel_ate,ekf_ate,orb_ate
0.0,0.01917954471277557,0.02419985312656925,0.6434602567299559
0.043464046,0.01918470881161128,0.022666398054413377,0.6430587139747808
0.088627673,0.020085942898597345,0.022112975907603874,0.6419386448464909
0.133897181,0.022015429291126272,0.022674831109196616,0.6399100805000775
0.178981227,0.019687106018959677,0.017979147788881933,0.6375179645527157
0.224065153,0.017590077322437357,0.014412255183453257,0.6317845704102786
0.268982924,0.016479665878971067,0.012058787944467119,0.6260694589824684
0.314388029,0.016165446288216784,0.012587708993907442,0.6204679166524149
0.359371405,0.016588181680763717,0.013962533187783463,0.6126880479366063
0.408395399,0.01679073773137751,0.015300823895663718,0.6044242632487424
0.453056564,0.01736371726026575,0.012935113061916064,0.5972769029181519
0.497916455,0.01806689786428541,0.010612515261371452,0.5885445029598319
0.543401923,0.018027691494047746,0.00851008690406013,0.579948904325401
0.589129258,0.018007645028207977,0.01019016790298575,0.5719903175787483
0.634296182,0.01795745557656727,0.012323966929105024,0.563755153348107
0.679002011,0.018084776440105567,0.01467895726536558,0.5565127422626986
0.72903569,0.017418258085462615,0.014086879186727347,0.5476291067332167
0.7736503760000001,0.017421030525014324,0.014327054469022682,0.539026826542388
0.8192832430000001,0.017853584389778448,0.014405759338999817,0.531507178210441
0.865474107,0.017859329279363192,0.011903547300280407,0.5229224305007074
0.910326735,0.01790512343238083,0.009851365690841829,0.5152855927305152
0.956832586,0.017905996105597666,0.007902119848856302,0.5072751049464518
1.002548591,0.01774531476147007,0.007902949971950833,0.4992203573005144
1.050672268,0.01742341313391335,0.007698368116408473,0.49093468096491993
1.095018316,0.0175359971090545,0.007848406857927344,0.4824048418626502
1.1407946450000002,0.01791666058151447,0.009586324005267403,0.4746118026564815
1.187046605,0.017700681176550825,0.011734471020437934,0.46661763352301305
1.232245258,0.017637350728506786,0.014211884692967127,0.4586195170678205
1.277167077,0.017787123205540652,0.011905356805258789,0.45067862094355327
1.322817137,0.017944502768949298,0.009561568931231168,0.442585137392973
1.368107945,0.017905684622266754,0.007747501350457321,0.43445608676623937
1.416943121,0.017282901153488385,0.009239124606497822,0.42611491791722894
1.46089931,0.017472440861575497,0.011609777619467266,0.41841578835962073
1.506042158,0.01793337976420846,0.014145181185485932,0.4112309673182234
1.551563934,0.017904330935107664,0.014055337245544364,0.40302693081273455
1.595949065,0.01788703964166787,0.014115532005419533,0.3947600846524965
1.6404424320000002,0.01800611028517648,0.014152713023324376,0.38707076296111065
