Phase,Wheel ATE RMSE,EKF ATE RMSE,ORB-SLAM3 ATE RMSE,Main observation
Rest / stop,0.004696327559216032,0.012541571964067409,0.38321283189243965,Stability/noise
Square turns,0.4855350605401492,0.476580865939227,1.975555180472488,Turning/yaw error
Straight motion,0.7537441181441839,0.7484663105106154,1.9279598599715597,Translational drift
Rotation,0.8673633249761137,0.867842493553272,0.2226426198657353,Orientation difficulty
Curved motion,0.9969724181549402,0.9929566765244403,1.7639392421180369,Combined motion error
