timestamp,x,y,yaw,omega_z,phase
1773152580300315183,-0.0002939999999638,4.269119070469135e-09,0.0,0.0,0
1773152580359634339,-0.0002939999999638,4.269119070469135e-09,0.0,0.0,0
1773152580412135059,-0.0003009999999628,4.387705711314797e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152580461432493,-0.0003079999999618,4.506292352160461e-09,0.0,0.0020329138025122,0
1773152580511104758,-0.0003149999999608,4.624878993008229e-09,-3.38818973864756e-05,-0.0020329136805554,0
1773152580565885130,-0.0003219999999599,4.743465633855998e-09,0.0,0.0020329138025302,0
1773152580615350122,-0.0003289999999589,4.8620522747016604e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152580673478276,-0.0003359999999578,4.980638915547323e-09,0.0,0.0020329138025122,0
1773152580732887343,-0.0003359999999578,4.980638915547323e-09,0.0,0.0,0
1773152580793403844,-0.0003429999999568,5.099225556392985e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152580848100047,-0.0003499999999558,5.2178121972386474e-09,0.0,0.0020329136805373,0
1773152580908090839,-0.0003569999999548,5.336398838084311e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152580963099235,-0.0003639999999538,5.454985478929972e-09,0.0,0.0020329136805373,0
1773152581023950262,-0.0003709999999528,5.573572119777741e-09,-3.38818973864756e-05,-0.0020329136805554,0
1773152581082988876,-0.0003779999999518,5.69215876062551e-09,0.0,0.0020329138025302,0
1773152581141482514,-0.0003849999999508,5.810745401471173e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152581198462407,-0.0003919999999498,5.929332042316835e-09,0.0,0.0020329138025122,0
1773152581257548831,-0.0003989999999488,6.0479186831624974e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152581316979530,-0.0003989999999488,6.0479186831624974e-09,-3.388189738617467e-05,0.0,0
1773152581374277527,-0.0004059999999478,6.166505324008161e-09,0.0,0.0020329136805373,0
1773152581427359011,-0.0004129999999467,6.285091964853822e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152581481775192,-0.0004199999999457,6.4036786056994844e-09,0.0,0.0020329136805373,0
1773152581543817203,-0.0004269999999448,6.5222652465472544e-09,-3.38818973864756e-05,-0.0020329138025302,0
1773152581596388408,-0.0004339999999438,6.640851887395023e-09,0.0,0.0020329136805554,0
1773152581655322172,-0.0004409999999428,6.759438528240685e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152581707134986,-0.0004479999999418,6.878025169086347e-09,0.0,0.0020329136805373,0
1773152581755921179,-0.0004479999999418,6.878025169086347e-09,0.0,0.0,0
1773152581815791203,-0.0004549999999407,6.996611809932011e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152581869929305,-0.0004619999999397,7.115198450777672e-09,0.0,0.0020329136805373,0
1773152581924424405,-0.0004689999999387,7.233785091623334e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152581978363249,-0.0004759999999377,7.352371732468997e-09,0.0,0.0020329136805373,0
1773152582034185351,-0.0004829999999367,7.470958373316766e-09,-3.38818973864756e-05,-0.0020329138025302,0
1773152582086863039,-0.0004899999999358,7.589545014164536e-09,0.0,0.0020329136805554,0
1773152582143351978,-0.0004969999999347,7.708131655010198e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152582211445359,-0.0005039999999337,7.82671829585586e-09,0.0,0.0020329136805373,0
1773152582261794862,-0.0005109999999327,7.945304936701523e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152582317085615,-0.0005109999999327,7.945304936701523e-09,-3.388189738617467e-05,0.0,0
1773152582370012507,-0.0005179999999317,8.063891577547185e-09,0.0,0.0020329138025122,0
1773152582431452885,-0.0005249999999307,8.182478218392848e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152582483518179,-0.0005319999999296,8.30106485923851e-09,0.0,0.0020329138025122,0
1773152582541586300,-0.0005389999999287,8.41965150008628e-09,-3.38818973864756e-05,-0.0020329136805554,0
1773152582594698874,-0.0005459999999277,8.53823814093405e-09,0.0,0.0020329136805554,0
1773152582644141173,-0.0005529999999267,8.656824781779712e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152582690065058,-0.0005599999999257,8.775411422625375e-09,0.0,0.0020329136805373,0
1773152582740366370,-0.0005669999999247,8.893998063471037e-09,-3.388189738617467e-05,-0.0020329138025122,0
1773152582805929181,-0.0005669999999247,8.893998063471037e-09,-3.388189738617467e-05,0.0,0
1773152582863428932,-0.0005809999999167,9.368344626789833e-09,-3.38818973864756e-05,-1.805582296757637e-14,0
1773152582916528151,-0.0005809999999167,9.368344626789833e-09,-3.38818973864756e-05,0.0,0
1773152582963640162,-0.0005879999999157,9.486931267637605e-09,0.0,0.0020329138025302,0
1773152583017639772,-0.0005949999999147,9.605517908483264e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152583070401189,-0.0006019999999137,9.724104549328928e-09,0.0,0.0020329138025122,0
1773152583129605029,-0.0006089999999126,9.842691190174592e-09,-3.388189738617467e-05,-0.0020329136805373,0
1773152583187936951,-0.0006159999999116,9.961277831020252e-09,0.0,0.0020329138025122,0
1773152583245213007,-0.0006229999999106,1.0079864471865916e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152583294639167,-0.0006229999999106,1.0079864471865916e-08,-3.388189738617467e-05,0.0,0
1773152583350046382,-0.0006369999999026,1.055421103518471e-08,-3.38818973864756e-05,-1.805582296757637e-14,0
1773152583402332486,-0.0006439999999016,1.067279767603248e-08,0.0,0.0020329136805554,0
1773152583452140772,-0.0006509999999006,1.0791384316878145e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152583509393974,-0.0006509999999006,1.0791384316878145e-08,-3.388189738617467e-05,0.0,0
1773152583564259670,-0.0006579999998996,1.0909970957723804e-08,0.0,0.0020329138025122,0
1773152583619838611,-0.0006649999998986,1.1028557598569468e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152583672136007,-0.0006719999998975,1.1147144239415132e-08,0.0,0.0020329138025122,0
1773152583724404608,-0.0006789999998965,1.1265730880260792e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152583778707825,-0.0006789999998965,1.1265730880260792e-08,-3.388189738617467e-05,0.0,0
1773152583831624998,-0.0006929999998885,1.1740077443579588e-08,-3.38818973864756e-05,-1.8055821884227075e-14,0
1773152583878652289,-0.0006999999998876,1.1858664084427358e-08,0.0,0.0020329138025302,0
1773152583927415670,-0.0007069999998865,1.197725072527302e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152583977518064,-0.0007069999998865,1.197725072527302e-08,-3.388189738617467e-05,0.0,0
1773152584037438135,-0.0007139999998855,1.2095837366118684e-08,0.0,0.0020329136805373,0
1773152584092713329,-0.0007209999998845,1.2214424006964343e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152584148387362,-0.0007279999998835,1.2333010647810007e-08,0.0,0.0020329138025122,0
1773152584204667977,-0.0007349999998825,1.2451597288655671e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152584257306191,-0.0007349999998825,1.2451597288655671e-08,-3.388189738617467e-05,0.0,0
1773152584309097034,-0.0007489999998744,1.2925943851974466e-08,-3.38818973864756e-05,-1.8055821884227075e-14,0
1773152584364130640,-0.0007559999998735,1.3044530492822236e-08,0.0,0.0020329138025302,0
1773152584420430251,-0.0007629999998725,1.3163117133667898e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152584477668225,-0.0007629999998725,1.3163117133667898e-08,-3.388189738617467e-05,0.0,0
1773152584537124876,-0.0007699999998714,1.328170377451356e-08,0.0,0.0020329136805373,0
1773152584595935368,-0.0007769999998704,1.3400290415359224e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152584656329830,-0.0007839999998694,1.3518877056204883e-08,0.0,0.0020329136805373,0
1773152584726335355,-0.0007909999998684,1.3637463697050547e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152584791213999,-0.0007909999998684,1.3637463697050547e-08,-3.388189738617467e-05,0.0,0
1773152584845569836,-0.0008049999998604,1.4111810260369345e-08,-3.38818973864756e-05,-1.8055821884227075e-14,0
1773152584902413231,-0.0008049999998604,1.4111810260369345e-08,-3.38818973864756e-05,0.0,0
1773152584958234914,-0.0008189999998524,1.4586156823688141e-08,-3.388189738617467e-05,1.8055821884227075e-14,0
1773152585034534329,-0.0008259999998513,1.4704743464533802e-08,0.0,0.0020329138025122,0
1773152585093219053,-0.0008329999998503,1.4823330105379464e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152585153068270,-0.0008329999998503,1.4823330105379464e-08,-3.388189738617467e-05,0.0,0
1773152585212377531,-0.0008399999998493,1.4941916746225126e-08,0.0,0.0020329136805373,0
1773152585268290849,-0.0008469999998483,1.5060503387070792e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152585323045264,-0.0008539999998473,1.517909002791645e-08,0.0,0.0020329136805373,0
1773152585384443274,-0.0008609999998463,1.529767666876422e-08,-3.38818973864756e-05,-0.0020329138025302,0
1773152585445257374,-0.0008609999998463,1.529767666876422e-08,-3.38818973864756e-05,0.0,0
1773152585504032520,-0.0008749999998383,1.5772023232083022e-08,-3.388189738617467e-05,1.805582296757637e-14,0
1773152585572425252,-0.0008749999998383,1.5772023232083022e-08,-3.388189738617467e-05,0.0,0
1773152585627956093,-0.0008889999998302,1.62463697953976e-08,-3.388189738617467e-05,0.0,0
1773152585686623073,-0.0008889999998302,1.62463697953976e-08,-3.388189738617467e-05,0.0,0
1773152585746248444,-0.0008959999998292,1.6364956436243263e-08,0.0,0.0020329136805373,0
1773152585803361031,-0.0009029999998283,1.6483543077091033e-08,-3.38818973864756e-05,-0.0020329138025302,0
1773152585860105589,-0.0009099999998273,1.6602129717938803e-08,0.0,0.0020329136805554,0
1773152585914002735,-0.0009169999998263,1.6720716358784466e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152585971960458,-0.0009239999998253,1.6839302999630128e-08,0.0,0.0020329136805373,0
1773152586037845134,-0.0009309999998242,1.695788964047579e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152586097608237,-0.0009309999998242,1.695788964047579e-08,-3.388189738617467e-05,0.0,0
1773152586157316206,-0.0009449999998162,1.7432236203790373e-08,-3.388189738617467e-05,0.0,0
1773152586215284460,-0.0009449999998162,1.7432236203790373e-08,-3.388189738617467e-05,0.0,0
1773152586273646471,-0.0009519999998151,1.7550822844636035e-08,0.0,0.0020329138025122,0
1773152586334051996,-0.0009589999998142,1.7669409485483805e-08,-3.38818973864756e-05,-0.0020329136805554,0
1773152586391583168,-0.0009659999998132,1.7787996126331575e-08,0.0,0.0020329138025302,0
1773152586460049851,-0.0009729999998122,1.7906582767177237e-08,-3.388189738617467e-05,-0.0020329136805373,0
1773152586512147829,-0.0009799999998112,1.80251694080229e-08,0.0,0.0020329136805373,0
1773152586584560741,-0.0009869999998102,1.8143756048868562e-08,-3.388189738617467e-05,-0.0020329138025122,0
1773152586640576393,-0.0009869999998102,1.8143756048868562e-08,-3.388189738617467e-05,0.0,0
1773152586702969274,-0.0010009999998021,1.8618102612183144e-08,-3.388189738617467e-05,0.0,0
1773152586760759660,-0.0010009999998021,1.8618102612183144e-08,-3.388189738617467e-05,0.0,0
1773152586841125944,-0.0010079999998011,1.873668925302881e-08,0.0,0.0020329138025122,0
