timestamp,x,y,yaw,omega_z,phase,t_rel
1772292714557978984,0.8538181424973593,0.0007225377551031,0.0028715917936419,0.002163068123793,1,6.888232945
1772292714765821204,0.8759858112156778,0.000781850629436,0.0029417699367026,0.0021370335474019,1,7.096075165
1772292714948429316,0.9092384114707424,0.0008742776135802,0.0030466994606932,0.0021286676580162,1,7.278683277000001
1772292715126516737,0.9424934689134096,0.0009702324921022,0.0031516405162888,0.0021296688747751,1,7.456770698000001
1772292715304931080,0.9868335475028072,0.0011043506320356,0.0032925915708053,0.0021427344478461,1,7.635185041000001
1772292715487194886,1.0089972610128963,0.0011740864228553,0.0033635991643432,0.00214344063342,1,7.8174488470000005
1772292715663700834,1.0422516314260322,0.0012820272606639,0.0034704897510726,0.002146353958995,1,7.9939547950000005
1772292715845515585,1.075505148237203,0.0013939019899684,0.0035778623746298,0.0021497975998558,1,8.175769546
1772292716025461125,1.1087603618033024,0.0015097697649629,0.0036856819677741,0.0021556364425534,1,8.355715086
1772292716205809482,1.142014998198276,0.0016299320806517,0.0037941989189302,0.0021528125743241,1,8.536063443
1772292716386939949,1.1752654814485075,0.001753819574646,0.0039024541545722,0.0021455750974532,1,8.71719391
1772292716567016929,1.208519934385471,0.0018816985324064,0.0040102764219245,0.0021273873507494,1,8.89727089
1772292716717850092,1.2417741923157255,0.0020136137173869,0.0041173969682151,0.0021062259334036,1,9.048104053000001
1772292716928221701,1.2750246850394895,0.0021491448702026,0.0042234768919802,0.002087793630688,1,9.258475662
1772292717079610082,1.30827918172864,0.0022886590664177,0.0043289650820872,0.002070163283061,1,9.409864043
1772292717290131046,1.3415376535474597,0.0024320038838968,0.0044335204032299,0.0020502703154081,1,9.620385007000001
1772292717440317036,1.3747884234236327,0.0025791557749526,0.0045375512706442,0.0020385472038217,1,9.770570997
1772292717651222121,1.4080435984618394,0.0027299761594059,0.0046410615427596,0.0020316627399791,1,9.981476082
1772292717801490819,1.4524664211339413,0.0029361006846014,0.0047784377309434,0.0020330953650988,1,10.13174478
1772292718010701326,1.4745472824625834,0.0030428503758905,0.0048483584512442,0.002040906864662,1,10.340955287
1772292718160313544,1.5078042061632937,0.003205221209514,0.0049529303012803,0.0020551663451812,1,10.490567505000001
1772292718373195504,1.5410591124667317,0.0033714308213797,0.0050590365045839,0.0020917407246876,1,10.703449465
1772292718525183888,1.5743080548657131,0.0035414315601079,0.0051665202144697,0.0021142901655929,1,10.855437849000001
1772292718732576281,1.6075639187141884,0.0037155449954244,0.0052751510747532,0.0021279832937828,1,11.062830242
1772292718882377589,1.6408170736658447,0.0038936971755095,0.0053838638084839,0.0021153647305251,1,11.212631550000001
1772292719093282183,1.6740677386825165,0.0040754695324221,0.0054915744937629,0.0020973720254163,1,11.423536144
1772292719245131292,1.7073230815550429,0.0042608972315668,0.005598315292258,0.0020792459093751,1,11.575385253
1772292719454934167,1.7405810752760742,0.0044504439108438,0.0057040366982867,0.002056479797691,1,11.785188128000001
1772292719605134945,1.784977870001874,0.004707778356152,0.005842685004862,0.0020289463325869,1,11.935388906
1772292719817975998,1.8070873220661667,0.0048408827274347,0.0059124636641496,0.0020176193247477,1,12.148229959
1772292719966689063,1.8403422295215748,0.0050416607812644,0.0060154932240288,0.0020089992622497,1,12.296943024
1772292720178109128,1.873596054926339,0.0052461198047446,0.0061181898878115,0.0020068445647332,1,12.508363089000001
1772292720328026076,1.906848479842524,0.0054544341880088,0.0062210745432702,0.0020156035960994,1,12.658280037
1772292720542567678,1.9512408602329328,0.0057365897508334,0.0063586051051629,0.0020374183910584,1,12.872821639000001
1772292720692544359,1.98449296370253,0.0059539248417168,0.0064638888048547,0.002073905110983,1,13.022798320000001
1772292720903740208,2.006607721445441,0.0061022857244094,0.0065357608902627,0.0020954016362221,1,13.233994169
1772292721052409659,2.050949180275772,0.0064014642635477,0.0066795851501546,0.0021202503041708,1,13.38266362
1772292721236446122,2.0731169070215403,0.0065537588818002,0.0067521628458808,0.0021271261481453,1,13.566700083
1772292721416096609,2.106372387177037,0.006785277542341,0.0068605947677062,0.0021216822697143,1,13.74635057
1772292721624952170,2.1507099416756152,0.0071003997418816,0.0070040154738215,0.0020946633666372,1,13.955206131
1772292721775647430,2.1728811137346287,0.0072604491327395,0.0070750322412136,0.0020829584167691,1,14.105901391000002
1772292721987709288,2.206131795956604,0.0075034532108072,0.0071805289194739,0.002058987657453,1,14.317963249000002
1772292722141458546,2.2393871151695213,0.0077501156483114,0.0072849584094321,0.002043249692641,1,14.471712507000001
1772292722348582227,2.272641997803091,0.0080010364885021,0.0073885793704553,0.0020243338836885,1,14.678836188000002
1772292722498408923,2.3058927002853915,0.0082556568041765,0.0074914787295341,0.0020139644575251,1,14.828662884000002
1772292722708973068,2.350268456129322,0.0085993929780898,0.007627393978538,0.0020107417218271,1,15.039227029000001
1772292722859389918,2.3724028202171623,0.008775970711824,0.0076962977819721,0.0020153000958098,1,15.189643879
1772292723069626419,2.405656564118737,0.009041672946592,0.0077990069597002,0.0020260015323037,1,15.39988038
1772292723220144672,2.438907173708536,0.009310947300268,0.0079022964287487,0.0020413282294215,1,15.550398633
1772292723431125511,2.4832482560400613,0.0096765798384017,0.0080415521048586,0.0020599430208815,1,15.761379472000002
1772292723582920946,2.505411319141049,0.0098620045389465,0.0081117899930003,0.0020796552748524,1,15.913174907
1772292723791462529,2.538671265571921,0.0101433872862595,0.0082181197781774,0.0020999339037201,1,16.12171649
1772292723941813112,2.571926252191779,0.010428720191963,0.0083250059503963,0.0021098194711685,1,16.272067073000002
1772292724152677489,2.616287542371883,0.0108135746648248,0.0084668858278176,0.0020986291428221,1,16.482931450000002
1772292724303390122,2.6495192149350206,0.0111095322898226,0.0085732183558326,0.0020820455741152,1,16.633644083
1772292724516091398,2.671683634945387,0.011307833187267,0.0086427927058507,0.0020527798867134,1,16.846345359
1772292724664170805,2.7049381764419724,0.0116085567467726,0.0087466132417208,0.0020488506268282,1,16.994424766
1772292724875667276,2.738186931092322,0.0119130306950343,0.008850161838585,0.0020397563301239,1,17.205921237000002
1772292725056657415,2.771441948765385,0.0122212905430839,0.0089532319083804,0.002032383321349,1,17.386911376
1772292725236815569,2.804701397971068,0.0125334359554114,0.0090558882860247,0.0020248362684788,1,17.56706953
1772292725387223051,2.8379551162361287,0.0128494650891218,0.0091583875408258,0.0020283502714511,1,17.717477012
1772292725599624225,2.871205431504659,0.0131690733257823,0.009261308307944,0.0020413170066872,1,17.929878186
1772292725753452934,2.9044597362547697,0.0134926928133293,0.009364883782112,0.0020562111727607,1,18.083706895000002
1772292725964351155,2.937714893616951,0.0138203017466187,0.0094693822874387,0.002077614779685,1,18.294605116
1772292726114491939,2.970965211632027,0.0141515664588273,0.0095747401440262,0.0020939316764744,1,18.4447459
1772292726323837933,3.004219425949575,0.014486850358074,0.0096809830426147,0.0021101529445518,1,18.654091894
1772292726504572666,3.037468603901087,0.0148262397123035,0.009787760489035,0.0021177013238806,1,18.834826627
1772292726684431490,3.070723368245192,0.0151694614108473,0.009894623378154,0.0021179176629376,1,19.014685451000002
1772292726856921497,3.115065142863895,0.0156331403394227,0.0100367256726783,0.0021040186648192,1,19.187175458000002
1772292727044816749,3.1372311789367573,0.0158676288293266,0.0101071689148741,0.0020874001348414,1,19.375070710000003
1772292727195636667,3.1704858180211657,0.0162224830545928,0.0102118976931118,0.0020664345814758,1,19.525890628000003
1772292727405698164,3.214822512744456,0.016701376822293,0.0103492787774772,0.0020347754665461,1,19.735952125
1772292727555414148,3.236993241478046,0.0169433013052463,0.0104174131454084,0.0020255290671387,1,19.885668109
1772292727766220885,3.281343987329904,0.0174311675434907,0.0105526383207004,0.0020132958069936,1,20.096474846
1772292727917618673,3.3145983001989827,0.0178022889736436,0.0106543451095064,0.0020272307856472,1,20.247872634
1772292728126387778,3.347834262509852,0.0181783944746728,0.0107571287480148,0.0020426419690386,1,20.456641739000002
1772292728276437238,3.370001810963281,0.0184305075831622,0.0108261349718454,0.0020638188613129,1,20.606691199
1772292728486912262,3.4032563191490004,0.0188116476419519,0.010931100562701,0.0021048802724649,1,20.817166223
1772292728637706521,3.436509265045148,0.0191971150737569,0.0110375110616622,0.0021248462363482,1,20.967960482000002
1772292728847458208,3.469763822265837,0.0195863964708875,0.0111449320641794,0.0021458059396768,1,21.177712169000003
1772292728997553966,3.5030177487189254,0.0199798990511482,0.0112530310894434,0.0021521306782212,1,21.327807927000002
1772292729208819967,3.5362657460734863,0.0203771659475899,0.0113610611699028,0.0021462624394157,1,21.539073928
1772292729359261373,3.569521699118156,0.0207785264020831,0.0114686711435614,0.0021355878183711,1,21.689515334000003
1772292729569996964,3.602775580483639,0.0211836922590507,0.011575071125641,0.0021042396709886,1,21.900250925
1772292729719821515,3.647117457342548,0.0217288777470997,0.011714622313744,0.0020700865960077,1,22.050075476
1772292729931073400,3.680358241573356,0.0221436290139807,0.0118180228268736,0.0020505960798429,1,22.261327361000003
1772292730079971246,3.702531271466426,0.0224216683706546,0.0118863861557758,0.0020386652841945,1,22.410225207
1772292730290169733,3.735784481714312,0.0228420836681295,0.011988286743199,0.0020249747628594,1,22.620423694000003
1772292730463663011,3.769033854209123,0.0232660809565149,0.0120897860701907,0.002023868054148,1,22.793916972
1772292730652331627,3.8133727934600734,0.023837208823386,0.0122261193358652,0.0020481009252245,1,22.982585588000003
1772292730801320997,3.8355443888660985,0.0241256137191639,0.0122949473183298,0.0020650173497519,1,23.131574958
1772292730984589185,3.879880213191371,0.0247073942739306,0.0124348310375554,0.0021047086952761,1,23.314843146
1772292731162075379,3.902047683710153,0.0250006179407422,0.0125052182333802,0.002107435804868,1,23.49232934
1772292731342558241,3.935299327248307,0.0254439531532454,0.0126112933273359,0.0021210986282466,1,23.672812202000003
1772292731584138277,3.968550167939965,0.0258911830584169,0.0127176418853527,0.0021194534391328,1,23.914392238
1772292731737964471,4.001803302043434,0.0263425156247426,0.0128238033304906,0.0021169358707117,1,24.068218432000002
1772292731915053819,4.03505545074028,0.0267975441168094,0.0129297340120775,0.0021079371729044,1,24.24530778
1772292732096635164,4.0683050590381775,0.0272564610532083,0.0130346134241188,0.0020792444940008,1,24.426889125000002
1772292732276566585,4.101557961354177,0.0277194235128878,0.0131383878026101,0.0020623387879366,1,24.606820546
1772292732488111828,4.1348099510383465,0.028186072325796,0.0132410347997948,0.0020384398784052,1,24.818365789
1772292732639133710,4.179148236511242,0.0288139127908154,0.0133765911125562,0.0020243289271244,1,24.969387671
1772292732839416219,4.201312198293312,0.0291301431058054,0.0134437769190647,0.0020109487502614,1,25.16967018
1772292732998081651,4.245660840287138,0.0297675005676275,0.0135778435355642,0.0020079363702153,1,25.328335612
1772292733178012281,4.267817129175588,0.0300895999827922,0.0136451547590761,0.0020195843286352,1,25.508266242
1772292733415957132,4.301070297736928,0.0305751173375407,0.0137467699065689,0.0020379844290683,1,25.746211093000003
1772292733566570105,4.345405001045158,0.0312282468646912,0.0138842502864475,0.0020755840359529,1,25.896824066
1772292733745787557,4.378660232504514,0.0317223280860627,0.0139888391075371,0.0020987940522754,1,26.076041518
1772292733942286257,4.400823310495876,0.0320547781675357,0.014059114251292,0.0021058765829736,1,26.272540218000003
1772292734180732303,4.434074332162013,0.0325556037220997,0.0141647612810316,0.0021153798366663,1,26.510986264000003
1772292734347349422,4.467329852332824,0.0330607043573863,0.0142709573546566,0.0021224847297663,1,26.677603383
1772292734528536185,4.500578350188319,0.0335695902361721,0.0143772149625895,0.0021199677677597,1,26.858790146
1772292734768114408,4.5338305769380405,0.0340825179311102,0.0144830599774037,0.0021072140282506,1,27.098368369000003
1772292734919972032,4.578165407159477,0.0347724493841222,0.0146227728004961,0.0020749067349496,1,27.250225993
1772292735100623976,4.600331766231853,0.0351199507042668,0.0146915919163368,0.0020544111913894,1,27.430877937
1772292735279093643,4.633583790069753,0.0356444963704582,0.0147940122188354,0.0020377638893497,1,27.609347604000003
1772292735491915608,4.666834919352892,0.0361727258486737,0.0148955156341279,0.0020201116319665,1,27.822169569000003
1772292735640968478,4.700082872112067,0.0367044928131784,0.0149963753254822,0.0020116173591686,1,27.971222439
1772292735822601481,4.733335404907841,0.0372399619896921,0.0150971254017133,0.002018085982937,1,28.152855442000003
1772292736001209983,4.766588075376852,0.0377794990893485,0.0151982967320449,0.0020252939689956,1,28.331463944000003
1772292736214093023,4.810923167201573,0.0385048454122667,0.0153343573306323,0.0020495712773036,1,28.544346984
1772292736364320071,4.844172567902592,0.0390526693927984,0.0154374061029765,0.0020670270320085,1,28.694574032000002
1772292736564394633,4.866343049017391,0.0394209387269961,0.0155066069888056,0.0020769171170776,1,28.894648594000003
1772292736723199991,4.899589154020883,0.0399758653193163,0.0156108775548364,0.0020909792345004,1,29.053453952
1772292736936135021,4.943928053637651,0.0407213419846306,0.0157508165455544,0.0021000272629514,1,29.266388982000002
1772292737085251724,4.966094603199751,0.041097452375861,0.0158210001569196,0.0021036848658108,1,29.415505685000003
1772292737263974553,4.999340343262141,0.0416640362065846,0.0159262287411507,0.0021019109759428,1,29.594228514
1772292737443788731,5.032592213673292,0.0422344595514252,0.0160311360571729,0.002089258458837,1,29.774042692000002
1772292737625007895,5.065843692644236,0.0428086051432507,0.0161349309296752,0.0020630646928207,1,29.955261856000003
1772292737813710635,5.110180578805828,0.0435796155576467,0.0162717601869815,0.0020361528928772,1,30.143964596000004
1772292737988445457,5.143426924781229,0.0441625411777883,0.0163730478652128,0.0020192745404517,1,30.318699418
1772292738170498630,5.165592812528324,0.0445538324660722,0.0164403147715086,0.0020137472558232,1,30.500752591
1772292738405263684,5.1745116078620255,0.044717953348491,0.0164726785481534,-0.0008604712226213,1,30.735517645
1772292738555186241,5.177949360308428,0.0447903828917973,0.016235534967159,-0.0106500812626956,1,30.885440202
1772292738735553903,5.177777181609433,0.0447907269710312,0.0157310717871332,-0.0125908557893056,1,31.065807864000003
1772292738914840145,5.176998234597176,0.0447771096581134,0.0151880238478518,-0.0123357771176608,1,31.245094106000003
1772292739094688328,5.176730501490165,0.0447789278475265,0.0148115109089719,-0.0022192765028639,1,31.424942289
1772292739273895930,5.176148624554622,0.0447617994266696,0.0148504362202159,-0.0008597304240641,1,31.604149891000002
1772292739455199104,5.176051952361832,0.0447599198559838,0.0148754667660933,-0.0002281252603048,1,31.785453065000002
1772292739632908212,5.175960721465417,0.0447580051710879,0.0148981900413822,-0.0004174690231379,1,31.963162173
1772292739845022248,5.175904052576268,0.0447566802856682,0.0149118748912244,-0.0004235971422101,1,32.175276209
1772292739994885733,5.175871767097699,0.044755804937733,0.0149178335334423,-0.0004094414247027,1,32.325139694
1772292740175062641,5.175842390274027,0.0447549864049545,0.0149191420143051,-0.0004188891580639,1,32.505316602
1772292740355931358,5.175826756423059,0.0447544478177216,0.0149166549554786,-0.0004155941351872,1,32.686185319
1772292740536008637,5.175402489340214,0.0447507736727557,0.0149048141071759,-0.0003987486150134,1,32.866262598
1772292740718091576,5.17579253406134,0.0447533570216784,0.0149040715443611,-0.0004033144936796,1,33.048345537
1772292740896668367,5.175776829264351,0.0447528617818196,0.0148948975966276,-0.0003957850523256,1,33.226922328
1772292741081228936,5.175761462607835,0.0447523868021877,0.0148842847223376,-0.000393576836305,1,33.411482897
1772292741295315188,5.1757516223258415,0.0447520339623979,0.0148724235417279,-0.0003880223955174,1,33.625569149
1772292741445061610,5.175738207611642,0.0447516227169761,0.0148595800039443,-0.0003888578062682,1,33.775315571
1772292741625977566,5.175717548465165,0.0447510324020812,0.0148409752726017,-0.000384816312949,1,33.956231527
1772292741805839024,5.175707113612534,0.044750740278959,0.014831598241467,-0.0003720661874324,1,34.136092985000005
1772292741986071899,5.175691375306976,0.0447503061787192,0.0148173007676777,-0.0003676928224268,1,34.31632586
1772292742168629533,5.175675513358941,0.0447498760262765,0.0148022530447007,-0.0003682560797055,1,34.498883494000005
1772292742347893061,5.175664941723016,0.0447495564802974,0.0147866621761605,-0.0003708003801311,1,34.678147022000005
1772292742531528768,5.175358012068216,0.0447461160895529,0.0147640683966172,-0.0003688922487373,1,34.861782729000005
1772292742709909656,5.175634331816221,0.0447487483875781,0.0147536795828182,-0.0003777061046707,1,35.040163617000005
1772292742893107048,5.175617790323553,0.0447483255752553,0.0147367722088538,-0.0003753164132185,1,35.223361009
1772292743129546150,5.175601153467627,0.0447479046043197,0.0147195610939618,-0.0003704506892531,1,35.459800111
1772292743281245592,5.175589837351685,0.0447475925224405,0.0147021763349139,-0.0003690157646248,1,35.611499553
1772292743465574840,5.175567310403297,0.0447470347300259,0.0146789016011403,-0.0003691132291262,1,35.795828801
1772292743646262301,5.175555932993796,0.0447467554700234,0.0146669910570254,-0.0003767953221652,1,35.976516262000004
1772292743826011224,5.175540666828841,0.0447463763700711,0.0146484324350399,-0.0003897034712235,2,36.156265185
1772292744011312965,5.175294443634557,0.0447432490407418,0.0146223940615923,-0.000404013194764,2,36.341566926
1772292744196338239,5.175510808553028,0.0447456374725755,0.0146095225170883,-0.000396954015185,2,36.5265922
1772292744376065711,5.17548811722395,0.0447450963304268,0.0145833792557836,-0.0004016997706114,2,36.706319672
1772292744588307460,5.175476334579046,0.0447448182891825,0.0145705053055604,-0.0003900494984536,2,36.918561421
1772292744740552571,5.175455042414006,0.0447443325359128,0.0145509520597761,-0.0003941056463589,2,37.070806532
1772292744922617616,5.1754407796665856,0.044743985439248,0.0145309946788407,-0.0004073043845886,2,37.252871577
1772292745104836975,5.175429559876869,0.0447437029378659,0.0145111238830164,-0.0004020582187928,2,37.435090936
1772292745289391532,5.175408702427725,0.0447432338951591,0.0144914804035516,-0.0003892196897016,2,37.619645493
1772292745466966314,5.175394059169208,0.0447428862194286,0.0144720642984701,-0.0003823948779416,2,37.797220275
1772292745647903751,5.175372248749752,0.0447424007044158,0.014453263623773,-0.0003735231033377,2,37.978157712000005
1772292745829668534,5.175189409027169,0.0447397685564786,0.0144289318183146,-0.000373823755946,2,38.159922495
1772292746043052698,5.175340381960578,0.0447416635479989,0.0144165407977929,-0.0003706686027354,2,38.373306659
1772292746191170257,5.175324338801107,0.0447412978047675,0.014397943764798,-0.0003798774216981,2,38.521424218
1772292746374546760,5.175299739789815,0.0447407482505413,0.0143729533295986,-0.0003749441162312,2,38.704800721000005
1772292746553725897,5.191736581115675,0.0450659635514082,0.0143776195894478,-0.001943140455865,2,38.883979858000004
1772292746735030203,5.223637352061077,0.0457033158966629,0.0142437888337401,-0.0113179619218399,2,39.065284164000005
1772292746924927788,5.25537348266205,0.0463337012707558,0.013999884931152,-0.0148777104008478,2,39.255181749
1772292747106053865,5.286460140885396,0.0469459461157637,0.0134787960119613,-0.0205752796461187,2,39.436307826000004
1772292747290046511,5.319257104115282,0.0475716562216014,0.0128308470766564,-0.0197635790747332,2,39.620300472000004
1772292747467821274,5.352801617989512,0.0481891810953744,0.0122778415327426,-0.017979642573904,2,39.798075235000006
1772292747648106027,5.3862681807792905,0.0487867760505383,0.011734252875494,-0.0167264361794023,2,39.978359988
1772292747895234180,5.419642634731619,0.0493686911185933,0.0113007077741031,-0.0138184145925843,2,40.225488141
1772292748045338934,5.452958519418446,0.0499392973695494,0.0109657472202626,-0.0109442733954778,2,40.375592895000004
1772292748226844553,5.486238396982895,0.0505017677056421,0.0107383820386881,-0.0086922269420407,2,40.557098514
1772292748431935059,5.530587607500595,0.0512412679054528,0.0105345109490206,-0.0061177085460719,2,40.76218902
1772292748589613530,5.5527616141775615,0.0516074921930007,0.0104714331060478,-0.0053448804218509,2,40.919867491000005
1772292748772128151,5.59740491453827,0.0523030428388117,0.0103295868515038,-0.0039614038566281,2,41.102382112
1772292748954558391,5.619261731407353,0.0526933945099068,0.01034770785663,-0.0035567395828481,2,41.284812352
1772292749134120649,5.652510999693898,0.0532307672652198,0.0103062842160737,-0.0030095946846851,2,41.46437461
1772292749314893342,5.685757503990986,0.0537655714364914,0.0102760237497836,-0.0025538715886081,2,41.645147303
1772292749498262831,5.7190077910714034,0.0542996702026078,0.0102564138894067,-0.00198902883829,2,41.828516792
1772292749727864758,5.763332710353854,0.0550140386924816,0.0102668737966249,-0.0011302771333428,2,42.058118719
1772292749885711610,5.785497383811628,0.0553732059476982,0.0102906560459024,-0.0005342938581989,2,42.215965571000005
1772292750070291866,5.829823816975549,0.0560978315065614,0.0103886971215545,0.0005254253441292,2,42.400545827
1772292750252160075,5.851992055501626,0.0564640362253464,0.010459746750691,0.0011078713946874,2,42.582414036
1772292750436016993,5.896555442238344,0.0571859763630529,0.0106262202453302,0.0019542532255,2,42.766270954
1772292750617825109,5.918484780989608,0.0575765676668635,0.0107478355778254,0.0022472098279827,2,42.948079070000006
1772292750799185842,5.951735779411711,0.0581393913824391,0.0109081973097211,0.0023851038014404,2,43.129439803000004
1772292750985142860,5.984981447028327,0.0587062546023073,0.0110632210588654,0.002341823799438,2,43.315396821
1772292751160961115,6.029519900761578,0.0594583724365141,0.011242913590479,0.0021959065766326,2,43.491215076
1772292751344111487,6.051476813641258,0.0598525298578687,0.0113411937370577,0.0021812494999342,2,43.674365448
1772292751530397552,6.095998587218695,0.0606185962771463,0.0115080634185744,0.0021748450294003,2,43.860651513
1772292751771312920,6.117968628095393,0.0610154754374339,0.0115982591609946,0.0021700364143832,2,44.101566881000004
1772292751922617199,6.151216798353452,0.0616029331098067,0.0117184068223603,0.0020966584649474,2,44.252871160000005
1772292752127944115,6.184462041739559,0.0621950160600935,0.0118346921645522,0.0021077981922016,2,44.458198076
1772292752287209117,6.228966149477967,0.0629900640519919,0.0119928510454085,0.0023022316180365,2,44.617463078
1772292752469668292,6.262037666660699,0.0635978061421271,0.0121274016866772,0.0025988948959055,2,44.799922253000005
1772292752649734159,6.284201051128704,0.0640036375870093,0.0122204500683871,0.0026943547379648,2,44.97998812
1772292752830197372,6.317452737350571,0.0646166290064152,0.012361622106273,0.002726602920483,2,45.160451333000005
1772292753012107401,6.350698663877672,0.0652337045114212,0.0124990296532443,0.0026691517924518,2,45.342361362000005
1772292753194369100,6.383945556111715,0.0658556411871211,0.0126321454131348,0.002597789860239,2,45.524623061
1772292753377504764,6.417195336921395,0.0664822448248931,0.0127604746034477,0.0025339186471708,2,45.707758725000005
1772292753556588028,6.450437640872488,0.0671125845586438,0.0128843222600578,0.0024575165000731,2,45.886841989000004
1772292753736730390,6.483691562542375,0.0677472487018032,0.0130034572439026,0.0023917146018168,2,46.066984351
1772292753950856537,6.528017883195144,0.0685999345067338,0.0131562028450002,0.0022937355111369,2,46.281110498000004
1772292754101340924,6.5501818167975605,0.0690286549047897,0.0132298329417208,0.0022612739649764,2,46.431594885
1772292754283167554,6.583429951520725,0.069675494539117,0.0133381664685514,0.0022092060614579,2,46.613421515000006
1772292754489224350,6.62776215931046,0.0705438058271145,0.013478619546265,0.0021728517382865,2,46.819478311000005
1772292754648089481,6.649923051394109,0.0709804147156794,0.0135474863611273,0.0021496325018125,2,46.978343442
1772292754834943548,6.683169372760483,0.0716388380138252,0.013650874033376,0.002149631296502,2,47.165197509
1772292755024813299,6.727497910194024,0.0725227580844085,0.0137890677878189,0.0021720171213696,2,47.355067260000006
1772292755207744553,6.749666016116102,0.0729674025756434,0.013858813568691,0.0021809387003087,2,47.537998514
1772292755389552167,6.794092748867489,0.0738707081235892,0.0139998844129007,0.0021808652527975,2,47.719806128
1772292755568129808,6.8161582358090405,0.0743120647358931,0.0140682825307489,0.0021826810552073,2,47.898383769000006
1772292755774123664,6.86058200430679,0.0752264072421377,0.0142091266030721,0.0021713656541986,2,48.104377625000005
