lighting,trial,default_ate_rmse_m,tuned_ate_rmse_m,tuned_ate_improvement_pct,default_norm_ate,tuned_norm_ate,tuned_norm_ate_improvement_pct,default_yaw_mean_deg,tuned_yaw_mean_deg,tuned_yaw_improvement_pct,default_rpe_trans_rmse_m_1s,tuned_rpe_trans_rmse_m_1s,tuned_rpe_improvement_pct,default_pose_output_ratio,tuned_pose_output_ratio,pose_output_ratio_change
bright,t01,0.9936016779350644,1.6163521577916486,-62.67606966514033,0.0524578295067047,0.0853446166622629,-62.691856420317364,30.746419636941955,47.76979879678011,-55.36702926992023,0.3089039796795964,0.292091514751872,5.442618429572424,0.8284265938779489,0.5533581358919131,-0.27506845798603585
dim,t01,2.0629100383978347,2.988514808970175,-44.868886831886,0.0963748959100779,0.143553949879356,-48.95367566808919,59.78007606255621,64.12081972248176,-7.261187917163604,0.2689343114610537,0.3241322273956851,-20.524683382627813,0.8901483580596766,0.6316841579210395,-0.25846420013863713
lowlight,t01,1.6306297206598463,0.6480532933409373,60.25748303675603,0.0840703424526383,0.0334116658714279,60.25748807880659,58.7135170458634,8.918846257365773,84.8095520314361,0.4732614501761067,0.1545760859030537,67.3381202196938,0.906412157153447,0.6847664936990363,-0.22164566345441072
