phase,phase_name,phase_length_m,final_ate_m,drift_rate_m_per_m,estimator
1,square,14.567593693699996,0.6519832872874124,0.04475572980658938,wheel
2,straight,3.3463282066593747,0.9130426409170734,0.27284910042597404,wheel
3,cw_rotation,0.160327325879634,0.9175153068136866,,wheel
1,square,14.567593693699996,0.660523222491085,0.04534195807346957,ekf
2,straight,3.3463282066593747,0.9232557832815279,0.27590114485608397,ekf
3,cw_rotation,0.160327325879634,0.927751102741744,,ekf
