name,n,ate_rmse_m,ate_mean_m,ate_max_m,yaw_abs_mean_rad,yaw_abs_max_rad,rpe_trans_rmse_m@1.0s,rpe_yaw_rmse_rad@1.0s
wheel,3290,0.3064444703137072,0.2708611033869602,0.48487517884846,0.0614003073841441,0.1591695918635642,0.0049921096672351,0.0058125703628821
ekf,3290,0.32557126836177397,0.2815475728831506,0.4663803932473097,0.0776484943028145,0.1620714864727404,0.00682790490149366,0.01722373380454778
