estimator,mean_abs_yaw_error_rad,rmse_yaw_error_rad,max_abs_yaw_error_rad,mean_abs_yaw_error_deg,rmse_yaw_error_deg,max_abs_yaw_error_deg
Wheel,0.2215216131141038,0.26564014527943347,0.4585727347527979,12.692253502368015,15.220059193753574,26.274282301107494
EKF,0.15949644199172938,0.198963138702077,0.44505614625563883,9.138472973479251,11.399748126305019,25.499838826805203
