t_s,curvature,wheel_ate,ekf_ate,wheel_yaw_err,ekf_yaw_err
0.0,0.00023230286223530072,0.01917954471277557,0.02419985312656925,0.0032073154188791975,0.0001473824376891919
0.043464046,0.00023230286223530072,0.01918470881161128,0.022666398054413377,0.0032049923902572885,0.00014504107942459044
0.088627673,0.012553282547500544,0.020085942898597345,0.022112975907603874,0.003079459564781839,1.9489207560230426e-05
0.133897181,0.005109666116265288,0.022015429291126272,0.022674831109196616,0.003130556225944492,7.056677768257913e-05
0.178981227,0.009683369419777321,0.019687106018959677,0.017979147788881933,0.0029174751416958244,-3.280855207377087e-05
0.224065153,0.006137564282271413,0.017590077322437357,0.014412255183453257,0.0028368192993788455,-0.00010080541581647395
0.268982924,0.007209152040310585,0.016479665878971067,0.012058787944467119,0.002503694413662494,-0.00017949375489534347
0.314388029,0.008449496620110963,0.016165446288216784,0.012587708993907442,0.002462991761102984,-0.00026423938395847557
0.359371405,0.0044532214545700555,0.016588181680763717,0.013962533187783463,0.0022604744645193797,-0.0003087751072143874
0.408395399,0.019184986651765712,0.01679073773137751,0.015300823895663718,0.001942287975868151,-0.0005006287976105916
0.453056564,0.012860253028668112,0.01736371726026575,0.012935113061916064,0.0019317098549929135,-0.0005909594151809472
0.497916455,0.011651185218308768,0.01806689786428541,0.010612515261371452,0.001883014641059333,-0.0006678798865462632
0.543401923,0.004338108143420172,0.018027691494047746,0.00851008690406013,0.001966754762190437,-0.0006711174802203068
0.589129258,0.003116954336324085,0.018007645028207977,0.01019016790298575,0.0020426424744397487,-0.0006579015995358262
0.634296182,0.01084547443732653,0.01795745557656727,0.012323966929105024,0.002007061869720328,-0.0007223858905445191
0.679002011,0.017059949626130333,0.018084776440105567,0.01467895726536558,0.0019317680100647827,-0.0008494638140468247
0.72903569,0.0029224109955094946,0.017418258085462615,0.014086879186727347,0.0020463109910844324,-0.00077893526400441
0.7736503760000001,0.01628959979069755,0.017421030525014324,0.014327054469022682,0.001986593138401993,-0.0008522124664254171
0.8192832430000001,0.0023259660302255014,0.017853584389778448,0.014405759338999817,0.0020283403915852816,-0.0007838080819531079
0.865474107,0.015669219013192404,0.017859329279363192,0.011903547300280407,0.001969092793188132,-0.0008059336989383326
0.910326735,0.00845899652692772,0.01790512343238083,0.009851365690841829,0.0019557568056600694,-0.0007594649081261728
0.956832586,0.008321394161248108,0.017905996105597666,0.007902119848856302,0.001969711914582284,-0.0007067893990120311
1.002548591,0.0018164510585894078,0.01774531476147007,0.007902949971950833,0.002025202944110127,-0.0006259549080556148
1.050672268,0.014254652108158794,0.01742341313391335,0.007698368116408473,0.0019854221542257022,-0.0006648028695073194
1.095018316,0.00466811426993452,0.0175359971090545,0.007848406857927344,0.0021006614694094594,-0.0005225633324887902
1.1407946450000002,0.007787304910245041,0.01791666058151447,0.009586324005267403,0.00211590593979194,-0.000534776040172158
1.187046605,0.013445499680475592,0.017700681176550825,0.011734471020437934,0.002055897362449155,-0.0006038371458823022
1.232245258,0.0012901921340180422,0.017637350728506786,0.014211884692967127,0.00211127075788875,-0.0005528344069243296
1.277167077,0.013110369899882457,0.017787123205540652,0.011905356805258789,0.0020760970206024076,-0.0005677286286758232
1.322817137,0.006978451685668574,0.017944502768949298,0.009561568931231168,0.002047657651023549,-0.0005180400759310366
1.368107945,0.006790829553171562,0.017905684622266754,0.007747501350457321,0.002042821473124512,-0.00046741551835172146
1.416943121,0.006586553725806965,0.017282901153488385,0.009239124606497822,0.002083018891539279,-0.00047448771898128683
1.46089931,0.004561302230410291,0.017472440861575497,0.011609777619467266,0.0021961082443584523,-0.0003766890391352362
1.506042158,0.012118020490037296,0.01793337976420846,0.014145181185485932,0.0021379721328909085,-0.00044427476144326405
1.551563934,0.0009121603803396994,0.017904330935107664,0.014055337245544364,0.002167960996696916,-0.0003776100686434525
1.595949065,0.011636156622918392,0.01788703964166787,0.014115532005419533,0.0021229229069654743,-0.0004197825345633177
1.6404424320000002,0.0007073277955349511,0.01800611028517648,0.014152713023324376,0.0021754505905775545,-0.000352485797311175
1.68538513,0.006058250349161298,0.01803510148863736,0.014405419833365643,0.0021805585672947103,-0.0003477303272547694
1.7313494150000002,0.01126737566261582,0.01779429224343017,0.01450059880588542,0.0021379892470561046,-0.0003936837193712073
1.77988274,0.0005398850311699732,0.017284232072994662,0.014191522178244554,0.0021736616989622703,-0.00032863306448804863
1.824766537,0.005747921317000859,0.017312728304463985,0.014205570825948933,0.002181351411933097,-0.00032762766826932577
1.86978555,0.0005842139297218552,0.01779499380755939,0.014195589354705433,0.002209330343461602,-0.00027490292042786635
1.914521196,0.0006148274193762404,0.017816021583857033,0.014233334674996725,0.0022658078474981913,-0.00022285295001811534
1.9595618,0.010764223166415121,0.01780396605730131,0.014221183252246195,0.0021970465585892107,-0.0002778005793722116
2.004406663,0.005464841026370237,0.017840503259251374,0.014240881345643617,0.002176065565884233,-0.00028008994015227273
2.049897981,0.004554173575366249,0.017772133585412558,0.014155533334970249,0.002284756851745229,-0.00018143438018558555
2.0952532120000003,0.0055532091252530336,0.01768888509029167,0.014317480838771863,0.0022390095761610773,-0.00018976499945422276
2.143549747,0.005362826516330799,0.01720679166161524,0.014017739671446374,0.002248704623716069,-0.00019316712055683638
2.189473114,0.010261482112383646,0.017025837770448395,0.01409152510998273,0.0021830581504338475,-0.0002480280505436916
2.2348790910000003,0.0004141541403157589,0.01752522222747943,0.014132125949166475,0.0022402351638644014,-0.00020607175526388133
2.2799747900000003,0.00034233335912681184,0.01763728675243348,0.01422239189301707,0.002274000455965819,-0.00016371225793809785
2.325554285,0.009990548792560006,0.017677387388701064,0.0142354901361455,0.0022077442212844467,-0.0002173437472530182
2.370745775,0.005120437029626501,0.017628956796089692,0.01439335060602867,0.002190576351710938,-0.0002249079814546917
2.4154830840000003,0.0003270306418112767,0.01768862818307012,0.014625383851896972,0.0022208530761953504,-0.00018501022400441158
2.464203774,0.0003581811476305319,0.017149273744192933,0.014222856722728602,0.002253776785607897,-0.0001415803151818551
2.509999559,0.005227896773707386,0.017023988531728054,0.011988643534172127,0.002268088572805027,-0.0001392771249464353
2.556042062,0.005069001551438745,0.01736391471623432,0.009876423736305684,0.0022512865545341043,-0.00013496967122117454
2.602410684,0.00047354946559607924,0.01729797710233183,0.00808030437234881,0.002280721378724593,-8.431814962106543e-05
2.64832322,0.005104433119162977,0.017312978288483563,0.009718563845099986,0.0022633987896854,-0.0001119726107532415
2.6941670770000004,0.0095789544122038,0.017353807279678633,0.01182473031915998,0.002201250452933401,-0.00018533335512360694
2.7395456520000003,0.0004844557783378889,0.0174688225425509,0.014192168595560216,0.002259361628688339,-0.0001679767492555051
2.78483626,0.004820480185419029,0.01756258982419066,0.014489155710506622,0.002248724436827665,-0.00018696517222949183
2.834634482,0.004916366976237541,0.01691638621784865,0.014069636031225763,0.0022688662759557943,-0.0002039499346628837
2.8804417090000003,0.0047936694961059345,0.016855400905944187,0.014271346211431508,0.002256647256412503,-0.00022228664686441135
2.9265886400000003,0.004363734433532329,0.017340891354694788,0.014172612340987312,0.0022745691238266197,-0.00023774318987390686
2.9720806690000003,0.025999011682431572,0.017364144194732537,0.014182873617153102,0.0025720815074370407,5.0003718516489215e-05
3.017175256,0.05896721530702642,0.017445241540107882,0.014195601941366818,0.0020448941658912645,-0.0005121541407397956
3.062450735,0.01076081940785123,0.017496892424615537,0.014285193383700164,0.0017440228684324488,-0.0005900965692089422
3.10784544,0.01785599781212177,0.01743478799369976,0.014268599463001982,0.0023792527391721663,-0.0003817725013939288
3.153753448,0.028405009808851744,0.01722219605265782,0.014245870909912252,0.00280766056840287,-6.762175461183517e-05
3.202906668,0.0017178871332568235,0.01680959590152108,0.013825876017306402,0.002704324596620289,2.6330767033844182e-05
3.247979062,0.004777526282762068,0.016955194270454884,0.014105645072873624,0.0023028448664139667,4.9480401182133704e-05
3.2940830620000003,0.004370158146871361,0.0173381093725386,0.01422337775268883,0.0022032257193220772,7.83454997219657e-05
3.339148653,0.0035054752392404964,0.017395155400605405,0.014368780651794989,0.002223366958469697,0.0001275906433377827
3.3843799490000004,0.0037007492402096887,0.01745115804345396,0.014470603025228873,0.002268936264432142,0.00024920800026118073
3.4301995190000003,0.0031348187365498603,0.017240860994853228,0.014489893041701852,0.0022677292313968422,0.0003035701053919482
3.476786805,0.007237799920511989,0.017177118147535198,0.014488466079528682,0.002313470744267576,0.00046658945066102575
3.5255083770000004,0.007568786765865809,0.01671709177293335,0.0141721887667836,0.002234278208612661,0.00048582259544049933
3.5723743700000004,0.0028942877580373505,0.016671498173269204,0.01409939465116455,0.0022632210861930346,0.0006058115459941504
3.617840461,0.010358565675572251,0.017098503680107447,0.011951648773727402,0.002366806742948757,0.0007781402067417176
3.66377502,0.005763227084720768,0.017051844025786793,0.009893265145761594,0.0023091744721015495,0.0007899592457230042
3.71060229,3.385916946818668e-05,0.016932576476995233,0.008072602402405964,0.002278192345140706,0.0008610988923960505
3.75710199,0.009166094248191925,0.016906374361687772,0.008095725853827658,0.0022154021467288842,0.0007827688441550684
3.803167967,0.00019008210383475443,0.01713061624410293,0.008210504970168352,0.0022500568713876845,0.0007961821376358813
3.852334502,0.004241699408380484,0.016523966415044274,0.008030130196299867,0.002296051833822421,0.0008508864729677157
3.897517145,7.051107182576288e-05,0.0166418359571772,0.008160055964580049,0.0023293795868237765,0.0008534091304572833
3.945157808,2.4887961158626126e-05,0.01693163191633746,0.008052692586769428,0.00229921625212981,0.000854798713864735
3.990674765,2.9270501800127136e-05,0.0169650484448599,0.008149075520210353,0.0022962153599110913,0.0008560714331316
4.036661001000001,0.004249856247406925,0.017011233960880896,0.008118138486987699,0.002284402823199194,0.0008143873780062094
4.082026441,0.0044007619549812915,0.01715400084928255,0.008144739134325833,0.0023016456332265456,0.000859177847259307
4.127591730000001,0.004329007619219283,0.017161235785508173,0.008150646755739469,0.002254434340794642,0.0008166740694686148
4.173054975,7.060592595031778e-05,0.017201376721071356,0.009950100228109956,0.0022551404000545894,0.0008172129921621973
4.221941028000001,4.798637522895888e-05,0.01664327066848961,0.01185918693486814,0.0022546605363023,0.0008165270734998842
4.267494865000001,0.004262991948866812,0.01664335346203467,0.01429334609876451,0.002297290455790968,0.0008589649833816715
4.3118996140000005,3.818038201153229e-05,0.01731779492634722,0.01441862721078352,0.0023266023019696824,0.0008707975032509196
4.357354463,5.454204496935233e-05,0.01725845797423373,0.014369536246732508,0.002302916371454522,0.0008830841291027625
4.402442968,6.616776651036105e-05,0.017237265911633368,0.014379809680154017,0.002297556002395673,0.000894069028428035
4.446703503,4.992765352263007e-05,0.017400130345051428,0.012216200645318146,0.0022980552789308994,0.0009074514443647708
4.491809231,8.154975024154965e-05,0.017398425357978826,0.010047596857275574,0.0023272458347678437,0.0009214139330269155
4.536829486,4.851438042408063e-05,0.01737934217686758,0.008261877244655519,0.002304802697556063,0.0009350211551293341
4.585955564000001,5.813481771532736e-05,0.016607881668466263,0.00974824498423554,0.0022987745720604025,0.000938768729946915
4.6321940790000005,5.423833169260206e-05,0.016409274280429927,0.011943331017628624,0.0022993169553777726,0.0009431020077697028
4.6778906970000005,6.623695893992476e-05,0.016973136551338436,0.014429708921446498,0.002299979324967172,0.0009475108440892832
4.7228538040000005,1.859856331165588e-05,0.017135241000240966,0.014522613908469062,0.002270766911075306,0.0009466677107949906
4.769001146,5.543928436324563e-05,0.017044864545972673,0.014357703466811445,0.0022966370831754013,0.000946041468208314
4.8142461270000005,0.00425631823159911,0.017086788382251764,0.014338578937964457,0.002343282885759912,0.0009874471011337427
4.860145489000001,0.004582301162603386,0.016915263833756577,0.014496821253471927,0.0022671435900707415,0.0009361725036347579
4.909625838,0.004230941100713537,0.01631733449658572,0.014102161329331836,0.002221268565740786,0.0008879778371282399
4.954407742,0.004411547463645249,0.01649732219026575,0.01443560069762425,0.0022976147919839818,0.0009267668952759323
5.001468876000001,3.286400351854013e-05,0.016801286596648046,0.014224993333121532,0.0022995945777983806,0.0009223264212434579
5.046490675,0.0008281936372256382,0.01685936556416549,0.01433174783142662,0.0022913126414261242,0.0009094933816289341
5.091552619000001,0.0005146933260480324,0.017031757631009704,0.014435796393120906,0.0022964595746866046,0.000910085153523088
