name,n,ate_rmse_m,ate_mean_m,ate_max_m,yaw_abs_mean_rad,yaw_abs_max_rad,rpe_trans_rmse_m@1.0s,rpe_yaw_rmse_rad@1.0s
wheel,3288,0.541997377407757,0.4549349106929016,0.8253004360888527,0.1819591950444377,0.3304961084600459,0.0029171398734764,0.0067796624149454
ekf,3280,0.5618341838948193,0.4713357984007413,0.8496250962991934,0.09977265322467123,0.2547246621336461,0.012153589087863226,0.0212164408145249
