name,n,ate_rmse_m,ate_mean_m,ate_max_m,yaw_abs_mean_rad,yaw_abs_max_rad,rpe_trans_rmse_m@1.0s,rpe_yaw_rmse_rad@1.0s
wheel,4154,0.6195415012335596,0.5257803255710479,0.9294205057098484,0.2215216131141038,0.4585727347527979,0.0071111122837955,0.0169667306109592
ekf,4249,0.6291216200186989,0.5352449952727736,0.9399895371631332,0.1606724026362495,0.4450561462556388,0.0133675722020053,0.0198049204788116
orb,4246,0.3843847079541051,0.2482250517116603,1.5250895580557249,0.034504952237752,0.2721817159966786,0.0849273820753379,0.0103113712784422
cuvslam,4032,484.25741948070936,373.44143568213065,744.8796303995953,2.6538533292296607,3.141561385058694,26.283350954630112,0.08415605841843765
