t_s,gt_x,gt_y,gt_yaw,est_x,est_y,est_yaw,est_x_al,est_y_al,est_yaw_al
0.0,-0.0002514562373818,1.233656974921524e-06,-0.000210746769552,-0.000217278867296,1.9841788993111934e-08,-0.0005759680659815913,0.14025043183216754,0.0011045096756840652,0.0014039576044302393
0.028116502,0.0006633103848434,6.208451768618822e-06,-0.0001451819549862,-0.00022047950324674472,2.017036892820091e-08,-0.0005868334149323751,0.14024723120183966,0.001104503667246216,0.0013930922554794556
0.11684214000000001,0.0025821827835687,-3.714327878423097e-05,-0.0002486709974388,-0.00023057956714287099,2.1207249845136036e-08,-0.000621120575467593,0.14023713115568723,0.0011044847067623851,0.0013588050949442376
0.17298032400000002,0.00550912983322,8.337034756466026e-05,1.7363123660506087e-05,-0.00023697004523007834,2.186330161340839e-08,-0.0006428146311021621,0.14023074068882677,0.0011044727101495232,0.0013371110393096686
0.230460465,0.0094328527953491,-9.931080464596308e-05,-0.0004350557694492,0.0044211249842826105,-1.0104796787519862e-06,-0.0006600090247124157,0.1448888286321911,0.0011126630450911063,0.001319916645699415
0.25821441700000003,0.0143476055569901,7.368396698442535e-05,9.460278463446394e-05,0.00695370679618988,-1.5717118375517363e-06,-0.000668006302847246,0.1474214065913031,0.0011171161344980512,0.0013119193675645846
0.34414602,0.0202518376820842,-2.93947200107202e-05,-8.893879741820118e-05,0.014795069886600783,-3.309395143367536e-06,-0.0006927674226235858,0.15526275775271464,0.0011309037605284305,0.0012871582477882448
0.372994447,0.027149403110544,1.2082481155239214e-05,5.938799229836947e-05,0.018626289567125576,-4.718357462615172e-06,-0.0007046411387170437,0.15909397271348774,0.0011370803262092677,0.001275284531694787
0.460897967,0.0350296019494355,4.938683033664318e-06,0.0001931271936028,0.03390003231605825,-1.1490720473322671e-05,-0.0007515146382774951,0.1743676989338541,0.0011605488320667204,0.0012284110321343356
0.517900278,0.0438743974617263,8.60269833240337e-06,0.0002900127979361,0.04380451207191622,-1.588235737866213e-05,-0.0007819104381230346,0.1842721679715238,0.0011757673246776176,0.001198015232288796
