t_ns,x,y,yaw
1778678208910358593,-0.0,0.0,-0.0
1778678208955745319,6.812041101511568e-05,4.2157567804679275e-05,-3.97165107089912e-05
1778678208984792713,0.00017292839766014367,6.220432987902313e-05,-1.8173240116075657e-05
1778678209014311405,-5.406142463471042e-06,-1.2610674275492784e-05,-2.7378067297838852e-05
1778678209043298554,8.433475159108639e-06,9.103403499466367e-06,3.0075937956121378e-05
1778678209070036057,1.6113606761791743e-05,7.728669152129441e-05,-9.052957120609511e-06
1778678209099002176,-6.199786730576307e-05,-8.670228453411255e-06,1.3497401306807883e-05
1778678209127135779,-4.5375745685305446e-05,-6.913804827490821e-05,2.530211597970499e-05
1778678209154155831,-5.8625537349144e-05,5.091416369396029e-06,-1.6452431865097954e-05
1778678209182576831,-5.742789653595537e-05,3.914109038305469e-05,-3.5406730948597184e-06
1778678209208994004,9.978585876524448e-05,4.827119937544921e-06,-9.401482211960548e-06
1778678209238737183,3.181699139531702e-05,-2.5066321541089565e-05,-2.3054652885608386e-05
1778678209266360564,7.589226152049378e-05,-3.035414374608081e-05,2.471114726660561e-06
1778678209294608826,-0.00010426207154523581,3.690470475703478e-05,1.3882524534758495e-05
1778678209322053616,-3.0122957468847744e-05,4.89608573843725e-05,-2.65278471103287e-05
1778678209351254132,4.0090053516905755e-05,8.099414117168635e-05,-3.966229227935573e-05
1778678209379132649,0.00018047841149382293,0.00010790645319502801,1.2025678431595442e-05
1778678209410158012,-2.8995191314606927e-05,4.425410952535458e-05,-4.404839151347951e-05
1778678209437326015,-3.453950921539217e-05,3.2400213967775926e-05,-6.795528686001081e-05
1778678209464334524,-0.0003487382782623172,4.763660763273947e-05,-1.131581125077276e-05
1778678209497039327,-0.0001902677904581651,7.160079258028418e-05,-6.102893836660907e-05
1778678209527397719,-0.00011687209916999564,0.00010895683226408437,-3.727533534211799e-05
1778678209554033989,-3.368197212694213e-05,-4.4702213926939294e-05,3.99744696696354e-05
1778678209585094659,-3.455519981798716e-05,0.00012026420154143125,-0.00011471753339839825
1778678209616284805,-0.00013433622370939702,0.0002428151638014242,-0.0001649849766699004
1778678209647120607,-7.44994031265378e-05,5.4556180657527875e-06,-6.763754140464279e-05
1778678209673977387,-0.0002000649692490697,-5.84224972044467e-06,-2.7650795883571766e-05
