name,n,ate_rmse_m,ate_mean_m,ate_max_m,yaw_abs_mean_rad,yaw_abs_max_rad,rpe_trans_rmse_m@1.0s,rpe_yaw_rmse_rad@1.0s
wheel,4154,0.6195415012335596,0.5257803255710479,0.9294205057098484,0.2215216131141038,0.4585727347527979,0.0071111122837955,0.0169667306109592
ekf,4249,0.6291216200186989,0.5352449952727736,0.9399895371631332,0.1606724026362495,0.4450561462556388,0.0133675722020053,0.0198049204788116
orb,4246,1.048998871124672,0.5535440151460038,2.840858764928449,0.06751415796249308,0.1319011280668434,0.1834122730315497,0.006555218437170284
