t_s,gt_x,gt_y,gt_yaw,est_x,est_y,est_yaw,est_x_al,est_y_al,est_yaw_al
0.0,-0.0031640498383998,8.882461790166232e-07,-2.227590359797236e-05,-0.0002248620294267,0.000118771517009,8.201586030853747e-05,0.023514003927500055,0.06230136978356275,-0.03622664419497301
0.043464046000000006,-0.0031700111455509,-1.7779839905684028e-07,-1.99528749757218e-05,-9.44647062922437e-06,-2.4295863974991752e-06,-9.163746110862903e-05,0.02372487782589047,0.06217242883034535,-0.03640029751639018
0.088627673,-0.0020978324416942,9.44016136993151e-06,0.0001055799504994,0.0005731810232380932,1.6364916934602148e-05,-6.0109566339061615e-05,0.024307803570863956,0.062170061170590554,-0.03636876962162061
0.133897181,0.0001585220571904,-2.3189277273044474e-05,5.448328933672679e-05,0.002031139160312275,0.00046802491663898806,-0.00014524703399221295,0.025781196353109718,0.0625684986111253,-0.03645390708927376
0.17898122700000002,0.0035989565423294,2.603094795209676e-05,0.0001513169835347,0.0037562396795519184,-0.00014906368090591754,3.9445278237071335e-05,0.027482759143578846,0.06188919440181129,-0.03626921477704448
0.22406515300000002,0.0082101712319872,-5.485482563975449e-06,0.0002126926263573,0.018172300372516357,-0.00014924721590705198,0.0003387265371550541,0.041889311736112475,0.061365698140619374,-0.035969933518126496
0.268982924,0.013962981806343,4.9613539640026215e-06,0.0002847841467605,0.026976571800215635,-0.00011988894384632949,0.0005125698320105343,0.05068884610842002,0.061075435998206105,-0.035796090223271015
0.314388029,0.0207707851476932,7.164462969971172e-06,0.0003692791129618,0.03408465561182751,0.0008008998950354851,0.00027644093130119174,0.05782567033811153,0.06173758966103391,-0.03603221912398036
0.35937140500000003,0.0283894488476215,9.987005602487174e-06,0.0004138113275075,0.04158447612608132,0.00030170562358121627,0.00046393161413060824,0.06530242672534238,0.06096647579611013,-0.03584472844115094
0.40839539900000005,0.0364644470014913,1.3597307154128656e-05,0.0006056611940252,0.05228831502008044,-7.302105116865218e-05,0.0007499502578895978,0.07598560802425616,0.06020343943787012,-0.03555870979739195
0.45305656400000005,0.0447003790069436,1.8453484383177958e-05,0.0007342637243117,0.0615217064168249,-0.00022158006166239514,0.0009628179720522212,0.0852075210193746,0.059719799927967054,-0.03534584208322933
0.49791645500000004,0.0529949627622458,2.3957627730069437e-05,0.0008507755764948,0.06696423384049568,-0.00041878616983592667,0.0009773977109230891,0.09063930262766337,0.0593251563338658,-0.03533126234435846
0.543401923,0.061310766829301,3.0271891104604303e-05,0.0008941566579289,0.07546779886544139,-0.00037564842479178483,0.0011939273168972697,0.09913882899317246,0.05905958043032185,-0.03511473273838428
0.589129258,0.0696344394071815,3.765001079458173e-05,0.0009253262012921,0.08418147885387968,-0.0004327276251943629,0.001302174758281982,0.10784469389458341,0.05868622631636394,-0.03500648529699957
0.634296182,0.0779609748177338,4.62169401906955e-05,0.0010337809456653,0.08572450126417508,-0.0007641267211807813,0.0012978974771931107,0.1093746693054098,0.05829903287406269,-0.03501076257808844
0.679002011,0.0862879877248134,5.537936857643691e-05,0.0012043804419268,0.09380706033938487,-0.001092516173441697,0.0014060714197365876,0.11743998050976587,0.05767745744541335,-0.03490258863554496
0.72903569,0.0946150008537644,6.48994245985736e-05,0.0012336045518819,0.10826473033821878,0.0005799323202054545,0.0012608001240339561,0.13194883266881308,0.05882398035665215,-0.035047859931247594
0.7736503760000001,0.1029420152508296,7.513473587990533e-05,0.001396500549789,0.11653516024641741,0.0006873849062507372,0.0013796245305059962,0.14021771224654211,0.05863113986896881,-0.034929035524775554
0.8192832430000001,0.1112695070836519,8.632317379192133e-05,0.0014197602100913,0.12657976470591642,-0.0004246821267171638,0.0017622094818885436,0.15021532764529608,0.0571551797840751,-0.034546450573393006
0.865474107,0.1195960466914099,9.84663795193587e-05,0.0015764524002234,0.13730752342652786,6.889348822084981e-05,0.001708149493528932,0.1609539329716113,0.05725900512274469,-0.03460051056175262
0.910326735,0.1279235405468387,0.0001109661187448,0.0016610423654926,0.13974823006956189,-0.0003330789947134134,0.0016757386423300602,0.16337843910104421,0.056768698256864696,-0.03463292141295149
0.9568325860000001,0.136250796263012,0.000124181386779,0.001744256307105,0.14588083190850978,-0.0019981261587715318,0.002067807758337814,0.16944655667290065,0.054882130869323954,-0.034240852296943736
1.002548591,0.1445785294567134,0.0001378729445897,0.0017624208176911,0.155668914731887,-0.00017675298862949843,0.001960351305010377,0.1792943053880761,0.056346989505836484,-0.03434830875027117
1.050672268,0.1529057872897069,0.0001523995139358,0.0019049673387725,0.16653760482940788,0.0006111503607797987,0.001904518442225278,0.19018443350300732,0.056739832686181345,-0.03440414161305627
1.095018316,0.1612330453263545,0.0001677605477721,0.0018582861960733,0.17544011912940508,-0.0004993305239109613,0.0023250982566320744,0.1990407690572854,0.05530691635682085,-0.033983561798649475
1.1407946450000002,0.1695605427521543,0.0001835981449125,0.0019361592451758,0.17832743641296178,-0.0010489447122112151,0.0022942245240482606,0.20190623197725838,0.05465285282308251,-0.03401443553123329
1.1870466050000001,0.1778882797654243,0.0002002699329941,0.0020706142419804,0.1806099582790752,-0.002580603967516114,0.002524646931682639,0.20413164918605517,0.053039345962099874,-0.03378401312359891
1.232245258,0.1862157780878189,0.0002172996222533,0.0020835161633208,0.18806414063232693,-0.009095966688299375,0.003972286463863828,0.21134440646895286,0.04625768552258301,-0.03233637359141772
1.277167077,0.1945430394250774,0.0002350448403021,0.0022146198623196,0.20685228569925376,-0.000843497469202252,0.0026668699609211366,0.23041973878183314,0.05382269315121224,-0.03364179009436041
1.3228171370000001,0.2028700619248037,0.0002526711226776,0.0022844043791763,0.2137514658306885,-0.0009206361137659564,0.0027199361223253504,0.23731157156796084,0.05349516039785157,-0.0335887239329562
1.368107945,0.2111975623450194,0.0002708929040357,0.0023523126747081,0.2222548998498727,-0.0007330239747371809,0.002678532458176619,0.24581621153320854,0.05337396842269804,-0.03363012759710493
1.416943121,0.2195245862504078,0.0002899496969483,0.002418178211966,0.23179267913997434,0.0002874042154520158,0.00257938589794815,0.25538474683721235,0.054047496160847704,-0.0337292741573334
1.46089931,0.2278520882366055,0.0003097211980541,0.0023725651896619,0.23986304792084465,-0.0006484252476889345,0.0030797172684273733,0.2634158252945082,0.052819323593132635,-0.033228942786854176
1.506042158,0.2361793521162098,0.0003299698095414,0.0024937453945622,0.24843362120434068,-0.0002278317844014791,0.0030071400575679696,0.27199601765461423,0.052928522186138555,-0.03330151999771358
1.551563934,0.2445068549655585,0.0003505757751265,0.0025028669983657,0.2516087409064936,-0.0009204927338296383,0.003028509598453688,0.2751439006112465,0.05212105874721007,-0.03328015045682786
1.5959490650000001,0.252834841384454,0.0003724924948812,0.002619228564595,0.26268705978063944,-0.0013060175329767257,0.003306427920163113,0.28620092309613665,0.05133363750248326,-0.03300223213511844
1.6404424320000002,0.2611570946503508,0.0003938197335473,0.0026263018425503,0.27272282824825733,0.0004716533973306838,0.0029040094964201124,0.29629460778802014,0.05274583154472069,-0.03340465055886144
1.68538513,0.2694829305156663,0.0004159773336058,0.0026868843460418,0.2808774553149059,0.0024032528036816688,0.002595026979531845,0.30451397862353985,0.054380139328138344,-0.033713633075749705
1.7313494150000002,0.2778092433494426,0.0004383728050225,0.0027995581026681,0.28820672102173356,0.00025229575636685764,0.0030832257061259583,0.31176033249712914,0.05196454259867557,-0.03322543434915559
1.7798827400000001,0.2861372276409814,0.0004617200353725,0.0028049569529796,0.29579171307364843,-0.0006399091771667067,0.003240178813900485,0.3193079377311684,0.05079758531490858,-0.033068481241381065
1.8247665370000001,0.2944621090763161,0.0004845939848561,0.0028624361661498,0.30314879684096957,-0.0016211961042147548,0.0035018426512487544,0.326624551154804,0.04954987797676751,-0.032806817404032795
1.86978555,0.3027884226699208,0.0005080623391804,0.002868278305447,0.31372106138926315,-0.0018882499847312723,0.0037658760618621834,0.3371801534229061,0.04889921968561809,-0.032542783993419366
1.9145211960000001,0.3111161680494943,0.0005320058891384,0.0028744265796408,0.32320900106011385,-0.0003106912371006491,0.0034978457783672035,0.3467191061759749,0.05013131999592132,-0.032810814276914346
1.9595618000000001,0.3194436751196021,0.0005561881310545,0.0029820688113051,0.3301569850322346,-0.0005407199335841991,0.0034402012871752596,0.35365416062352684,0.04964922634574165,-0.03286845876810629
2.004406663,0.3277709439037975,0.0005806090649282,0.0030367172215689,0.3404731358613432,0.0005640302129420679,0.0032900123411336857,0.3640036153965806,0.0503787650463477,-0.033018647714147864
