idx,t_rel_ns,t_abs_ns,x,y,z,yaw
1055,17583334250,19733334362,3.485513704700182,1.0608206884007514,-0.005509729434702954,1.4547621498488772
1056,17600000918,19750001030,3.486477820925313,1.0690915203320865,-0.005511357455571208,1.454915153723915
1057,17616667585,19766667697,3.4874400311351157,1.0773633081253713,-0.005512833451877473,1.4550636631099265
1058,17633334253,19783334365,3.488401345551085,1.0856410574725013,-0.00548201717544826,1.4551515158039332
1059,17650000920,19800001032,3.4893610975298825,1.0938930592729224,-0.005515973858655828,1.4553830447264504
1060,17666667588,19816667700,3.4903185422058227,1.1021629451894093,-0.005514268371081677,1.4555340210807728
1061,17683334255,19833334367,3.491275971947952,1.1104285395744615,-0.005518895861433009,1.4556582987274889
1062,17700000923,19850001035,3.4922305510188107,1.1186989056102752,-0.005520434301532204,1.4558004834307725
1063,17716667590,19866667702,3.493186562013187,1.1269704620969998,-0.005521945202607542,1.455938534907805
1064,17733334258,19883334370,3.494140189326278,1.135242498155901,-0.0055234821382693575,1.4560672667022323
1065,17750000925,19900001037,3.4950923866776886,1.1435150126928453,-0.005525016813652878,1.4561904397078331
1066,17766667593,19916667705,3.496044583505587,1.151787050392945,-0.005526536587041533,1.4563220169606441
1067,17783334260,19933334372,3.4969939202543587,1.1600598066307066,-0.005527977333734561,1.4564462445806186
1068,17800000928,19950001040,3.4979442109256076,1.1683328001927582,-0.005529434489416699,1.4565620533318449
1069,17816667596,19966667708,3.4988930710645563,1.1766057953960092,-0.005530904285110835,1.4566834008225016
1070,17833334263,19983334375,3.499842407748004,1.184879028470625,-0.005532732462363204,1.4567925739874947
1071,17850000931,20000001043,3.5007917495243346,1.1931527383820106,-0.0055316847199501145,1.456904408161262
1072,17866667598,20016667710,3.501736788384307,1.2014231153592063,-0.005535413454947125,1.4570214508434771
1073,17883334266,20033334378,3.5026823109194947,1.2096963528103435,-0.005536892876238627,1.4571263080449461
1074,17900000933,20050001045,3.503626881430927,1.217969591355586,-0.0055373277101292105,1.4572384876194677
1075,17916667601,20066667713,3.5045700172448693,1.2262421162868158,-0.005539891144999579,1.4573487039909763
1076,17933334268,20083334380,3.5055122025349332,1.2345160728226867,-0.005541499401881365,1.457444955450968
1077,17950000936,20100001048,3.5064529573724665,1.2427897925813285,-0.0055428967812103215,1.4575487120408577
1078,17966667603,20116667715,3.507395619295907,1.2510635101517098,-0.0055444610879484225,1.4576420916328972
1079,17983334271,20133334383,3.508335420154747,1.2593372310044892,-0.005546050674710518,1.457745124985024
1080,18000000938,20150001050,3.5092742672559853,1.2676107145329756,-0.00554751954448545,1.457841173871079
1081,18016667606,20166667718,3.510213591640988,1.2758841975143889,-0.005548706046261575,1.457935799266236
1082,18033334273,20183334385,3.511149577692072,1.2841579227437,-0.0055503641090550145,1.4580414934900647
1083,18050000941,20200001053,3.51208651824536,1.2924321237157186,-0.005551844866410182,1.458132871436709
1084,18066667609,20216667721,3.513023459463481,1.3007068015245797,-0.005553251118904742,1.4582178118946134
1085,18083334276,20233334388,3.513957537881593,1.3089800521053072,-0.005554742253436749,1.4583247474236611
1086,18100000944,20250001056,3.514891619082139,1.317255686870256,-0.005556203589945038,1.4583935902067355
1087,18116667611,20266667723,3.5158232981355924,1.325513919825683,-0.005556394529674638,1.4584978348127875
1088,18133334279,20283334391,3.516756431461836,1.3337962314006164,-0.005559031560958309,1.458549901752493
1089,18150000946,20300001058,3.5176881283398176,1.3420718689008986,-0.005560578535771102,1.4585604191421353
1090,18166667614,20316667726,3.518620300153764,1.3503460753435859,-0.005562290174305594,1.458590808154011
1091,18183334281,20333334393,3.519552950354714,1.358620996494461,-0.005563540632408765,1.4586494464496738
1092,18200000949,20350001061,3.520485122677727,1.3668954413555667,-0.005565103259943611,1.458692717203671
1093,18216667616,20366667728,3.521416817758747,1.3751694099268919,-0.005566575726060502,1.4587311568979562
1094,18233334284,20383334396,3.5223489907936996,1.3834443316248388,-0.005568034046449583,1.458781386131254
1095,18250000951,20400001063,3.523280686459784,1.3917190154514343,-0.0055696555252706965,1.4588428859355898
1096,18266667619,20416667731,3.524209999033418,1.3999941788501966,-0.005570930510113811,1.458888463485603
1097,18283334287,20433334399,3.525139787745807,1.408269103283477,-0.0055724744688073966,1.4589290475371528
1098,18300000954,20450001066,3.5260686229976796,1.4165440288108866,-0.005573882809797384,1.4589714124658093
1099,18316667622,20466667734,3.5269988888434036,1.4248191911155228,-0.005575412621484729,1.459017347233943
1100,18333334289,20483334401,3.527926293945167,1.4330945951209788,-0.005576937911337054,1.4590720444951875
1101,18350000957,20500001069,3.5288560835017084,1.4413702348095259,-0.005578466970166494,1.4591090446131554
1102,18366667624,20516667736,3.5297844425115046,1.4496456377208453,-0.005579844756013417,1.459156230210023
1103,18383334292,20533334404,3.53071280113,1.4579208022137444,-0.0055812970471470925,1.4592001970362614
1104,18400000959,20550001071,3.531639252785693,1.466196445731756,-0.005582850632290332,1.459236835992709
1105,18416667627,20566667739,3.5325671344828353,1.474471372353296,-0.0055841829601470366,1.4592802640779388
1106,18433334294,20583334406,3.533494540593626,1.4827474916140155,-0.005585589042137163,1.459313682446026
1107,18450000962,20600001074,3.5344205153659627,1.491023135679094,-0.005587171675855366,1.459349249003341
1108,18466667629,20616667741,3.5353460132876067,1.499298541872812,-0.005588589642868865,1.4593889209802942
1109,18483334297,20633334409,3.5362719886305625,1.5075746627747342,-0.005590157376296778,1.459417335464882
1110,18500000964,20650001076,3.537199871218964,1.51585030465154,-0.005591445002004177,1.4594466415377136
1111,18516667632,20666667744,3.5381258462503884,1.524125948716614,-0.005592863723154012,1.4594746950673632
1112,18533334300,20683334412,3.539050390763959,1.5324018328413134,-0.005594458997310358,1.4595009651268478
1113,18550000967,20700001079,3.5399763654276373,1.5406772384879668,-0.005595937322604365,1.4595270534641824
1114,18566667635,20716667747,3.5409018634343865,1.5489528831001105,-0.005597474499184639,1.459558145702351
1115,18583334302,20733334414,3.541824977877617,1.5572290072844281,-0.005598963204638493,1.4595761924787702
1116,18600000970,20750001082,3.5427509533945565,1.565504889767921,-0.005600247815931261,1.4596063886094943
1117,18616667637,20766667749,3.5436750208218983,1.5737805360212642,-0.005601827434808689,1.45963158066898
1118,18633334305,20783334417,3.5445990884050067,1.5820564206930317,-0.005603481559825157,1.4596492717318847
1119,18650000972,20800001084,3.5455231567418246,1.5903323053647869,-0.005604658848279097,1.4596742845184845
1120,18666667640,20816667752,3.5464477014909295,1.5986081894894826,-0.005606105111009654,1.4596971512933823
1121,18683334307,20833334419,3.5473712931761545,1.6068847899635808,-0.005607683977881464,1.459711981114655
1122,18700000975,20850001087,3.5482939299389846,1.6151601994396987,-0.005609186829489272,1.4597350299563616
1123,18716667642,20866667754,3.54921847515005,1.6234363219828136,-0.00561051388350534,1.4597543222896496
1124,18733334310,20883334422,3.550142543233117,1.6317126834914262,-0.005612197811659253,1.4597666528146198
1125,18750000978,20900001090,3.5510656571383907,1.6399880924204728,-0.005613507702123727,1.4597884470982012
1126,18766667645,20916667757,3.5519892483798725,1.6482639776392982,-0.005614848149435843,1.459807561126356
1127,18783334313,20933334425,3.5529109323052483,1.6565403418832418,-0.005616513407896208,1.459816136693922
1128,18800000980,20950001092,3.5538326157488838,1.6648157524534863,-0.005617791234944944,1.4598379341603713
1129,18816667648,20966667760,3.5547566834117608,1.6730913987068257,-0.005619221842396583,1.4598461534270974
1130,18833334315,20983334427,3.555679320448124,1.6813670466013657,-0.005620724694430535,1.4598647278708488
1131,18850000983,21000001095,3.556601957710913,1.6896429329143288,-0.005622257349175789,1.4598934961718366
1132,18866667650,21016667762,3.5575231645538343,1.6979183440316357,-0.0056233854110885415,1.459899216628276
1133,18883334318,21033334430,3.5584453245655214,1.7061939924732452,-0.0056250067185529325,1.4599152859684803
1134,18900000985,21050001097,3.5593679617340968,1.7144698787862098,-0.0056265989778685015,1.4599524476497667
1135,18916667653,21066667765,3.560289169888466,1.7227467204140552,-0.005627935658334224,1.4599783464059806
1136,18933334320,21083334432,3.5612103762603176,1.7310221315313699,-0.005629361743098555,1.4600163989427575
1137,18950000988,21100001100,3.562131106522305,1.739298258451019,-0.005630846680001441,1.460048910036296
1138,18966667655,21116667767,3.5630527911687304,1.747574861113377,-0.005632228817178948,1.4600848163133409
1139,18983334323,21133334435,3.5639730452121947,1.7558514654169355,-0.005633668297796192,1.4601239373974118
1140,19000000991,21150001103,3.5648932985672737,1.7641275928836522,-0.005635197184416621,1.460163772633073
1141,19016667658,21166667770,3.565812121484266,1.7724037219915663,-0.0056366791064787316,1.4602055723053449
1142,19033334326,21183334438,3.5667314211197403,1.780679850552416,-0.00563823628796393,1.460248979507115
1143,19050000993,21200001105,3.567650721608475,1.7889564559501048,-0.00563959975544789,1.460295061804733
1144,19066667661,21216667773,3.5685690684482663,1.797233062441926,-0.005640946814368884,1.4603427519184191
1145,19083334328,21233334440,3.5694869382398267,1.805509669480817,-0.005642427229862894,1.4603924060715892
1146,19100000996,21250001108,3.5704067156970223,1.8137865127498642,-0.005643880858338665,1.460443130846645
1147,19116667663,21266667775,3.571324108902314,1.8220633587542439,-0.005645375421691206,1.4604945684462864
1148,19133334331,21283334443,3.572241024927163,1.8303399668872686,-0.005646913934335143,1.4605479695497556
1149,19150000998,21300001110,3.5731569877650293,1.8386168145328448,-0.005648316829701628,1.4606029749489173
1150,19166667666,21316667778,3.574073428533276,1.8468946153050434,-0.005649720480482881,1.460633691310146
1151,19183334333,21333334445,3.5749893910413935,1.855171462950625,-0.005651331991845471,1.4606735203940602
1152,19200001001,21350001113,3.5759048773872038,1.8634485495616884,-0.005652689430500168,1.4607185226683765
1153,19216667669,21366667781,3.5768203630210746,1.8717251593359097,-0.005654151176300631,1.460762094680905
1154,19233334336,21383334448,3.5777348962885602,1.8800027238779493,-0.00565547730610207,1.4607974514655542
1155,19250001004,21400001116,3.578647997732079,1.888279574805929,-0.005657114097488655,1.4608333453189293
1156,19266667671,21416667783,3.579563007406515,1.896556661964056,-0.0056583664744351055,1.4608765556531336
1157,19283334339,21433334451,3.5804761091326753,1.904833512892031,-0.005659824452110742,1.46090816061375
1158,19300001006,21450001118,3.5813892106468543,1.9131103638200098,-0.00566141654006959,1.4609436982665795
1159,19316667674,21466667786,3.582302312373014,1.9213872147479847,-0.005662874517745226,1.4609838704979987
1160,19333334341,21483334453,3.583214937951312,1.9296645430598682,-0.005664242335707483,1.4610197576950477
1161,19350001009,21500001121,3.5841270863165056,1.937941871918824,-0.005665847818240811,1.4610483259745755
1162,19366667676,21516667788,3.585040188731052,1.946219199683641,-0.0056672163899132615,1.461083141178476
1163,19383334344,21533334456,3.5859532913484706,1.9544967658668815,-0.005668629665439593,1.461115457278453
1164,19400001011,21550001123,3.5868654395905613,1.9627736178889859,-0.00566996692655421,1.4611472350423467
1165,19416667679,21566667791,3.5877766330569143,1.9710497557499609,-0.005671481492680957,1.461178839192331
1166,19433334346,21583334458,3.5886868702658714,1.9793232721024172,-0.00567272632613331,1.4611765315483214
1167,19450001014,21600001126,3.5895985421390098,1.9876008399268603,-0.0056742863519548496,1.461203649583323
1168,19466667682,21616667794,3.590508306737813,1.9958784099395672,-0.005675798659507877,1.461255065753602
1169,19483334349,21633334461,3.591419979558425,2.004156454600848,-0.005677105366757862,1.4612839812452667
1170,19500001017,21650001129,3.5923292668210216,2.012433548323776,-0.005678587117463251,1.4613080811344805
1171,19516667684,21666667796,3.593239031834679,2.020711356754903,-0.005680010018586948,1.4613353922135237
1172,19533334352,21683334464,3.594150227347974,2.0289894019632575,-0.005681613994978319,1.461357528303005
1173,19550001019,21700001131,3.5950604679624276,2.037266256173632,-0.005683127054963109,1.4613873390916663
1174,19566667687,21716667799,3.5959702338293456,2.045544541441598,-0.0056843562420855675,1.4614146472226774
1175,19583334354,21733334466,3.596879998131063,2.053821873035883,-0.00568588345035503,1.461436246365499
1176,19600001022,21750001134,3.5977892850965727,2.0620987283403895,-0.005687380101776854,1.4614642706010113
1177,19616667689,21766667801,3.598699051151918,2.0703770136083524,-0.00568849007975868,1.4614899695206833
1178,19633334357,21783334469,3.599607862507523,2.0786550615520376,-0.005690075386456503,1.4615092462189738
1179,19650001024,21800001136,3.600514289464567,2.0869326353942053,-0.005691448307754963,1.4615294145165192
1180,19666667692,21816667804,3.6014226240545826,2.0952106838849556,-0.005692988157314854,1.4615465494238284
1181,19683334360,21833334472,3.602331435107765,2.1034880165733667,-0.0056942456375975075,1.461559755917746
1182,19700001027,21850001139,3.603239769179605,2.1117660650641255,-0.005696113312294138,1.46157243031737
1183,19716667695,21866667807,3.6041490590217635,2.120045304552851,-0.005697520561121926,1.4615917019786153
1184,19733334362,21883334474,3.6050564396186426,2.128323115719313,-0.005699088705120444,1.461604196060462
1185,19750001030,21900001142,3.6059674963941655,2.1366211886170015,-0.005501329577033297,1.4613538027720567
1186,19766667697,21916667809,3.6068727970834242,2.144833913744084,-0.005564823738412074,1.4615601910677696
1187,19783334365,21933334477,3.607778775830613,2.153085977361188,-0.005529568851943768,1.4619570033317641
1188,19800001032,21950001144,3.6086775108389544,2.1613194525485073,-0.005538499415472638,1.461850800815782
1189,19816667700,21966667812,3.6095769222552105,2.169529323222022,-0.005705711380707764,1.462059802366247
1190,19833334367,21983334479,3.6104809674130363,2.177809283983748,-0.00570730405485538,1.4621363560431662
1191,19850001035,22000001147,3.6113840576393597,2.186088292165921,-0.0057089995278760824,1.4621763215139418
1192,19866667702,22016667814,3.612287624752812,2.194366584545746,-0.005710144411053127,1.4622130761367722
1193,19883334370,22033334482,3.6131902375904845,2.202644639601287,-0.005711496402379744,1.462265176694599
1194,19900001037,22050001149,3.614092372941521,2.210922456785478,-0.005713086057851289,1.4623065699044409
1195,19916667705,22066667817,3.6149945092309235,2.2192009892249343,-0.00571460120888837,1.4623538493491621
1196,19933334373,22083334485,3.61589617059347,2.2274807143035584,-0.0057157728820666585,1.4624027307290925
1197,19950001040,22100001152,3.616797353092607,2.2357592478371484,-0.0057173610313962465,1.46243627132481
1198,19966667708,22116667820,3.6176980592030112,2.2440377819177972,-0.005718665305306641,1.4624737361505746
1199,19983334375,22133334487,3.618597810537678,2.2523156018373176,-0.005720146884229162,1.462516194732159
1200,20000001043,22150001155,3.6194985154597377,2.2605931822442793,-0.005721510761005296,1.4625743527469515
1201,20016667710,22166667822,3.6203973161018785,2.268873149023723,-0.005722663011205987,1.462597361367856
1202,20033334378,22183334490,3.6212970677860747,2.277151684198517,-0.0057244426142585205,1.4626439257913353
1203,20050001045,22200001157,3.622196820285533,2.2854304577917244,-0.005725879491457882,1.4626856655611973
1204,20066667713,22216667825,3.6230951418758366,2.293709233026137,-0.005727567426950504,1.4627172428799669
1205,20083334380,22233334492,3.6239944178072436,2.301987768747979,-0.005728660823734209,1.4627607629088015
1206,20100001048,22250001160,3.6248922623439808,2.310266067692609,-0.005730139388668244,1.4627914450597488
1207,20116667715,22266667827,3.625789630982836,2.3185450824395684,-0.00573154269545762,1.4628205207855487
1208,20133334383,22283334495,3.6266874761372994,2.326823858221041,-0.005732976557816206,1.4628579791088867
1209,20150001051,22300001163,3.62758341351747,2.335102159353932,-0.005734332898768833,1.462891687240272
1210,20166667718,22316667830,3.628481259374765,2.3433816503906724,-0.005735841268118744,1.4629166598445729
1211,20183334386,22333334498,3.629378627740087,2.35166042671921,-0.005737244574481978,1.4629535809806586
1212,20200001053,22350001165,3.630274565502449,2.3599392046889482,-0.005738705224284946,1.4629874677009873
1213,20216667721,22366667833,3.6311709814778323,2.368218935785304,-0.005739987815791736,1.4630092277869908
1214,20233334388,22383334500,3.6320664427336937,2.376497714302103,-0.005741239095888403,1.4630443618704208
1215,20250001056,22400001168,3.6329633338859115,2.384776491177713,-0.005742880066822707,1.4630700432108905
1216,20266667723,22416667835,3.6338592734634534,2.393056461239555,-0.005744057597047394,1.4630926927081656
1217,20283334391,22433334503,3.634754733998266,2.401335001337939,-0.005745591998426918,1.4631165903757084
1218,20300001058,22450001170,3.6356497176968308,2.4096135419833895,-0.005747125646096249,1.4631367440797027
1219,20316667726,22466667838,3.636543748458391,2.4178925605598134,-0.005748538578056848,1.4631608179303843
1220,20333334393,22483334505,3.637437303072089,2.4261720565201457,-0.005749861350304068,1.4631765114551782
1221,20350001061,22500001173,3.638333241607943,2.434451549745151,-0.005751351803670625,1.4631938109567204
1222,20366667729,22516667841,3.639227748870667,2.4427300909376606,-0.00575263137820592,1.4632164587096212
1223,20383334396,22533334508,3.640123209905439,2.4510091078728897,-0.00575419558272289,1.4632357222894536
1224,20400001064,22550001176,3.641016763392343,2.4592878885779608,-0.005755712068545205,1.4632608643365719
1225,20416667731,22566667843,3.6419112711079196,2.4675669066073165,-0.005757051248503103,1.4632808333527314
1226,20433334399,22583334511,3.642805302472761,2.4758461636021574,-0.005758255564893741,1.4632995531815158
1227,20450001066,22600001178,3.6436979031222116,2.484125899075054,-0.005759934457568612,1.4633138196202393
1228,20466667734,22616667846,3.6445938521917967,2.4924058691367383,-0.005755106827333962,1.4633260893481799
1229,20483334401,22633334513,3.6454845250720056,2.500675831642742,-0.005762609034444547,1.4633476975393718
1230,20500001069,22650001181,3.6463771232923228,2.508953182931412,-0.005764094208004452,1.4633655280009812
1231,20516667736,22666667848,3.647269246411802,2.5172319652776785,-0.005765519025840711,1.4633749773288394
1232,20533334404,22683334516,3.6481608703542214,2.5254907210235378,-0.005766540723321057,1.4634233456830903
1233,20550001071,22700001183,3.6490520545302036,2.5337828558955895,-0.0057683365861654606,1.463374273515265
1234,20566667739,22716667851,3.6499456065734477,2.5420599676716975,-0.005769555046153188,1.4633013410637297
1235,20583334406,22733334518,3.650840114015491,2.550338747282631,-0.0057708942256849425,1.4633198740906928
1236,20600001074,22750001186,3.6517331914631916,2.558618243790035,-0.005772424860218074,1.4633280739900127
1237,20616667742,22766667854,3.652627222404071,2.566897500784883,-0.005773897397175133,1.46332914295609
1238,20633334409,22783334521,3.6535207759760806,2.5751765199083785,-0.005775533092564224,1.4633343144603217
1239,20650001077,22800001189,3.654414330919527,2.583456015868706,-0.005776647248815337,1.4633432258081893
1240,20666667744,22816667856,3.655307885265028,2.5917357502474694,-0.0057783127477680175,1.4633478630460046
1241,20683334412,22833334524,3.6562014397229605,2.600015007789377,-0.005779561013876198,1.4633555261929563
1242,20700001079,22850001191,3.657094516821132,2.608293789041507,-0.005780793624279317,1.4633785293228472
1243,20716667747,22866667859,3.6579866398463974,2.616572571387776,-0.005782278046685892,1.463372648238554
1244,20733334414,22883334526,3.6588801945360916,2.62485254418496,-0.005783898842636978,1.463386550852128
1245,20750001082,22900001194,3.659772318843916,2.6331322802049146,-0.005785264057607499,1.463406343601449
1246,20766667749,22916667861,3.660665873339846,2.641411776165249,-0.005786661335567611,1.4634157891064934
1247,20783334417,22933334529,3.661540660075657,2.6495422819472996,-0.00578814816163087,1.4639870175022227
1248,20800001084,22950001196,3.6624276185927958,2.65789021165371,-0.005788760150537458,1.4641829923487117
1249,20816667752,22966667864,3.6633140230736783,2.666172576841117,-0.0057906229645209185,1.463872735579631
1250,20833334420,22983334532,3.664204699343105,2.6744370557232497,-0.005792000792230226,1.4637880712662745
1251,20850001087,23000001199,3.6650930050699286,2.682713219843398,-0.005793225860843825,1.4638782554283016
1252,20866667755,23016667867,3.665981787879207,2.6909903370901826,-0.005794988126005037,1.4639515159736296
1253,20883334422,23033334534,3.666872960964094,2.6992700742042293,-0.005794802114726952,1.4640032020427833
1254,20900001090,23050001202,3.6677603093151916,2.707545762581717,-0.005798022428173461,1.4640761123890145
1255,20916667757,23066667869,3.6686467120028845,2.7158257435848863,-0.005799289192192324,1.4641376020592325
1256,20933334425,23083334537,3.6695326365155547,2.724105009879864,-0.005800883026359298,1.4641937466637154
1257,20950001092,23100001204,3.670419038726843,2.7323845140461867,-0.005802105086098136,1.4642580866707005
1258,20966667760,23116667872,3.671304964710499,2.7406647340148473,-0.0058034605036884224,1.4643224228479925
1259,20983334427,23133334539,3.6721894605767096,2.748945194043126,-0.005804739154861376,1.4643757085833253
1260,21000001095,23150001207,3.67307395526902,2.757224938816144,-0.005806241321894583,1.464431312627964
1261,21016667762,23166667874,3.67395892629762,2.7655042062052506,-0.005807714439500539,1.4644908329045303
1262,21033334430,23183334542,3.6748429455775615,2.7737849051990184,-0.005809007238532021,1.4645428649818126
1263,21050001097,23200001209,3.675725534428526,2.7820653674155564,-0.005810074258868093,1.4645893769745981
1264,21066667765,23216667877,3.6766076443598643,2.790344876505489,-0.005811766371777715,1.464641584511565
1265,21083334433,23233334545,3.67749023248978,2.798625100303613,-0.005813116513396645,1.4646852394838994
1266,21100001100,23250001212,3.678373774697938,2.80690579984445,-0.005814557570143724,1.4647304996573154
1267,21116667768,23266667880,3.679255886053156,2.815186262608066,-0.005816041068761813,1.464783062645255
1268,21133334435,23283334547,3.6801370444949244,2.823467203302655,-0.005817388950528594,1.4648306334276722
1269,21150001103,23300001215,3.6810182017156854,2.8317474287419837,-0.005818990150440784,1.4648700096019769
1270,21166667770,23316667882,3.68189888322699,2.8400283699836404,-0.005820396883067687,1.464909385596432
1271,21183334438,23333334550,3.6827786109426945,2.848308835482578,-0.005821533886855492,1.4649553479912594
1272,21200001105,23350001217,3.6836597688753954,2.8565895377587487,-0.005823030779621916,1.4649881310123842
1273,21216667773,23366667885,3.6845385437156475,2.8648707196070857,-0.005824181178410345,1.4650358718310768
1274,21233334440,23383334552,3.6854163630591135,2.873150948875879,-0.005825792003493757,1.4650656243509605
1275,21250001108,23400001220,3.686295137390298,2.8814318923057978,-0.005827091413281832,1.4651083778139808
1276,21266667775,23416667887,3.6871743888928155,2.8897133120254987,-0.005828525687915597,1.465137947966621
1277,21283334443,23433334555,3.6880526849403186,2.8979933023288007,-0.005830047859427586,1.4651698365521098
1278,21300001111,23450001223,3.688930982614574,2.9062744847242095,-0.005831406120501926,1.4652081348802513
1279,21316667778,23466667890,3.6898092802508304,2.9145554287011923,-0.005832615369724332,1.4652398395374024
1280,21333334446,23483334558,3.6906871009710693,2.9228366116436697,-0.005834047382801372,1.4652667368859515
1281,21350001113,23500001225,3.6915649209178167,2.931117079330879,-0.005835449592314823,1.4652947039875812
1282,21366667781,23516667893,3.6924427409496694,2.9393977854365145,-0.0058369710113950505,1.465326763470448
1283,21383334448,23533334560,3.693320562037655,2.947679206797412,-0.0058383434203279185,1.4653625643608799
1284,21400001116,23550001228,3.694196952484682,2.9559603913810837,-0.005839624160848588,1.4653953346707076
1285,21416667783,23566667895,3.6950733422813213,2.96424133754634,-0.005841143319224378,1.4654204478466928
1286,21433334451,23583334563,3.6959502092204044,2.9725222831645244,-0.005842469516456833,1.465453752425929
1287,21450001118,23600001230,3.696824692369544,2.9808034699364607,-0.005843717439851569,1.4654769045655278
1288,21466667786,23616667898,3.697700128102386,2.989084178777429,-0.005845309596093722,1.465507537433158
1289,21483334453,23633334565,3.698576517366404,2.997364886524267,-0.005846992666611737,1.4655285532837419
1290,21500001121,23650001233,3.699450524956517,3.0056465506801016,-0.005847777901728618,1.4655595347320542
1291,21516667788,23666667900,3.7003269149089224,3.0139277352637817,-0.005849371566243445,1.4655801951540977
1292,21533334456,23683334568,3.7012013980633975,3.022209398872571,-0.0058509622167697865,1.4656106501742894
1293,21550001124,23700001236,3.7020744508451116,3.030490587285704,-0.005852118472178467,1.4656348635250298
1294,21566667791,23716667903,3.7029503648145283,3.038772249253289,-0.00585351766898186,1.4656507124521363
1295,21583334459,23733334571,3.7038238943147235,3.0470534371193576,-0.005854749183813631,1.4656793811865363
1296,21600001126,23750001238,3.7046979010622487,3.055335578112059,-0.00585641358719496,1.4656945203392473
1297,21616667794,23766667906,3.705571907875098,3.063617242267907,-0.005857690560016947,1.4657174887242856
1298,21633334461,23783334573,3.7064449608034686,3.0718989075178906,-0.005859100135701759,1.4657312003112972
1299,21650001129,23800001241,3.7073194439997152,3.0801800942898256,-0.005860318256811337,1.465752568278427
1300,21666667796,23816667908,3.7081934500064113,3.0884612816088333,-0.0058617591413494055,1.465770196269988
1301,21683334464,23833334576,3.7090665022699487,3.0967424700219746,-0.005863243221894824,1.4657928125982833
1302,21700001131,23850001243,3.7099395555280683,3.105024135271952,-0.0058644441815835285,1.465813998804576
1303,21716667799,23866667911,3.710812130384739,3.1133048473953155,-0.005865942408709045,1.4658239710152405
1304,21733334466,23883334578,3.7116856591965472,3.1215855584245418,-0.005867263329544001,1.4658469400068146
1305,21750001134,23900001246,3.7125577591408074,3.1298677016054994,-0.005868581991805238,1.4658626071916379
1306,21766667802,23916667914,3.713430334280119,3.1381484137288584,-0.005869901405219806,1.4658971504600506
1307,21783334469,23933334581,3.7143029108486463,3.1464305563627537,-0.0058713549314744476,1.4659240362883719
1308,21800001137,23950001249,3.71517453217414,3.1547112695802473,-0.005872762244324102,1.465953415794453
1309,21816667804,23966667916,3.71604473021959,3.162993891786234,-0.0058709784549404185,1.4659915185373995
1310,21833334472,23983334584,3.716915865168767,3.17127031401927,-0.005875305630354773,1.4660119923527946
1311,21850001139,24000001251,3.71778843831358,3.179549595632101,-0.005876848558351163,1.466042440433825
1312,21866667807,24016667919,3.7184541929336716,3.185862159953253,-0.00587751328671191,1.4660205702284865
1313,21883334474,24033334586,3.718919861610916,3.1902599745398805,-0.005879053893960839,1.4660326196662565
1314,21900001142,24050001254,3.719200898804966,3.192910868455036,-0.005879512946866442,1.4664861003605725
1315,21916667809,24066667921,3.7193524292346862,3.1944813972416064,-0.005878605031324647,1.4681357592630904
1316,21933334477,24083334589,3.7194263872400013,3.1953548786393853,-0.005878826218373557,1.4711962814363095
1317,21950001144,24100001256,3.719465029257798,3.1957863722182527,-0.00587887238536692,1.4755372255760593
1318,21966667812,24116667924,3.719480937920491,3.1959375114447424,-0.005879121045117225,1.4810181144994314
1319,21983334479,24133334591,3.719488151376929,3.1959904321284722,-0.005879013236233443,1.4871537925406282
1320,22000001147,24150001259,3.719492943951622,3.1960114074789603,-0.00587893140398057,1.4936821779791871
1321,22016667815,24166667927,3.71949916760568,3.196032858025094,-0.0058788369325679865,1.5004597577636851
1322,22033334482,24183334594,3.7195049360652424,3.1960729057552193,-0.005878548025830905,1.5074124922976206
1323,22050001150,24200001262,3.7195097701462587,3.1961301207058814,-0.00587851096177964,1.5144975845188822
1324,22066667817,24216667929,3.7195170045142913,3.196201638026549,-0.005878671406701503,1.5216962032545007
1325,22083334485,24233334597,3.7195237799996894,3.196288414673296,-0.00587854800347738,1.5290145639394903
1326,22100001152,24250001264,3.7195305733969306,3.1963909269359103,-0.005878514035234228,1.536433902422774
1327,22116667820,24266667932,3.7195354712961923,3.1965039317973685,-0.005878596280041264,1.5439502631451807
1328,22133334487,24283334599,3.7195408637262286,3.196632194890778,-0.005878560096691071,1.551566713409226
1329,22150001155,24300001267,3.7195434096269016,3.196773335861388,-0.005878698227802431,1.5592798313109635
1330,22166667822,24316667934,3.7195421526557104,3.1969244947822544,-0.005878621731134178,1.5670977156728183
1331,22183334490,24333334602,3.7195413790620018,3.1970813751981875,-0.0058785608995461525,1.5750219481281138
1332,22200001157,24350001269,3.7195406121979535,3.1972439776562505,-0.0058783957701875255,1.5830418492831464
1333,22216667825,24366667937,3.7195369894808747,3.1974113517651603,-0.0058784198419441405,1.5911530831331944
1334,22233334493,24383334605,3.7195300370218245,3.1975858822562007,-0.005878498255084032,1.5993571869726841
1335,22250001160,24400001272,3.719522619615311,3.1977704268680323,-0.00587832261298793,1.6076619565293584
1336,22266667828,24416667940,3.719512350467867,3.197963080988617,-0.005878157364262135,1.6160454080876185
1337,22283334495,24433334607,3.7195006606588574,3.198164319813599,-0.005877989869746939,1.6245654974322736
1338,22300001163,24450001275,3.7194846738294,3.1983607951937336,-0.0058778304844597,1.6331458684219513
