t_ns,px,py,pz,qx,qy,qz,qw
1773764470277605554,0.0011539533734321594,0.0021667589899152517,0.8965771198272705,-7.07542130840011e-05,-0.0023796844761818647,0.0007286652107723057,0.9999969005584717
1773764470315403426,0.0007302947342395782,0.0025620651431381702,0.9077701568603516,1.4807714251219295e-05,-0.0024897875264286995,0.0005385978729464114,0.9999967217445374
1773764470367818591,-0.0006537528242915869,0.003456197679042816,0.9166333675384521,0.00012775878713000566,-0.0022547016851603985,0.00048697934835217893,0.9999973177909851
1773764470415075897,-0.0010266341269016266,0.0016845305217429996,0.9242045283317566,-0.00016663435962982476,-0.0021428766194730997,0.00033295154571533203,0.999997615814209
1773764470453362067,0.0008555026724934578,0.0019351146183907986,0.9333875775337219,-0.000152108448673971,-0.0025318239349871874,0.000649014487862587,0.999996542930603
1773764470506951719,-0.000916303601115942,0.003921932075172663,0.9405760169029236,0.0001490023423684761,-0.002234445884823799,0.0004821358306799084,0.9999973773956299
1773764470552857578,-0.0003622276708483696,0.0026316281873732805,0.9502986073493958,-8.402951061725616e-05,-0.002427307888865471,0.00026560729020275176,0.9999970197677612
1773764470592520473,0.000528599601238966,0.003394605126231909,0.9585999250411987,6.298844527918845e-05,-0.002565019531175494,0.00044916989281773567,0.9999966025352478
1773764470644509350,-0.0008009090088307858,0.002848556963726878,0.9680020809173584,6.203838893270586e-06,-0.0024315721821039915,0.0002814464969560504,0.9999970197677612
1773764470683547163,-0.0007987590506672859,0.002008971758186817,0.9756305813789368,-0.00013361420133151114,-0.0023496083449572325,0.00033340873778797686,0.9999971389770508
1773764470738454647,-0.0015052871312946081,0.003567206673324108,0.9839066863059998,8.580533904023468e-05,-0.002287536859512329,0.00033880199771374464,0.9999973177909851
1773764470780044424,-0.0024257842451334,0.003978732042014599,0.9924370646476746,0.00016135927580762655,-0.0021222662180662155,0.0004297348205000162,0.999997615814209
1773764470828582711,-0.0002515772357583046,0.0035167245659977198,1.002018690109253,0.00024933996610343456,-0.00240444322116673,0.00042585754999890924,0.9999969601631165
1773764470874164017,0.0015305280685424805,0.005128725431859493,1.0095446109771729,0.0003311944892629981,-0.002746491925790906,0.0005427346914075315,0.9999960064888
1773764470923128703,-0.0004985486157238483,0.0021467208862304688,1.0184327363967896,-9.309109736932442e-05,-0.002458211500197649,0.00026225176407024264,0.9999969005584717
1773764470968264322,-0.0008404362015426159,0.0008467455045320094,1.0239778757095337,-0.0007146447896957397,-0.0023771068081259727,0.000489154364913702,0.9999967813491821
1773764471008931507,-0.0029015301261097193,0.0014685760252177715,1.0337170362472534,-0.00012758297089021653,-0.0022644801065325737,0.00039408684824593365,0.9999973177909851
1773764471060324718,0.0032186019234359264,-0.0018389723263680935,1.0381052494049072,-0.0007520490908063948,-0.0028148910496383905,0.0004762686148751527,0.9999956488609314
1773764471111550387,0.006229681428521872,-0.0019643439445644617,1.0439732074737549,-0.0005970544880256057,-0.003120944369584322,0.0003627584083005786,0.9999948740005493
1773764471152986407,0.008758697658777237,0.00273675424978137,1.0554187297821045,7.146059942897409e-05,-0.0034591378644108772,0.0006306652794592083,0.9999938011169434
1773764471195057468,0.009333203546702862,0.002839677268639207,1.0582358837127686,0.00011518850806169212,-0.003518803045153618,0.0006904065376147628,0.9999935626983643
1773764471239072924,0.002365417778491974,0.0028252480551600456,1.0723576545715332,-2.4457151084789075e-05,-0.002859714673832059,0.0005043130950070918,0.999995768070221
1773764471293497720,0.0003296933136880398,0.004266919102519751,1.082693099975586,0.00014782976359128952,-0.002612658543512225,0.0006841789581812918,0.9999963045120239
1773764471328620040,0.002678686287254095,0.0007018569740466774,1.0848116874694824,-0.0003715425846166909,-0.0028674339409917593,0.0008241128525696695,0.9999954700469971
1773764471376077689,0.0018384126015007496,0.0009962766198441386,1.0840115547180176,-0.000309674593154341,-0.00271982722915709,0.0007695293752476573,0.9999959468841553
1773764471419183067,0.0022230329923331738,0.0005908329621888697,1.0850704908370972,-0.000593186414334923,-0.0029102538246661425,0.0008164697792381048,0.999995231628418
1773764471465935081,0.0018190620467066765,0.0003557490708772093,1.085768222808838,-0.0006863740854896605,-0.0028919365722686052,0.0007109827129170299,0.9999953508377075
1773764471519873983,0.002837470266968012,0.0010191865731030703,1.087992787361145,-0.000693986308760941,-0.0026987697929143906,0.001000792603008449,0.9999955892562866
1773764471567880858,-0.0036248709075152874,0.021747685968875885,1.1193127632141113,0.002127754967659712,-0.0021226408425718546,0.0009358478127978742,0.9999950528144836
1773764471612980788,-0.013541698455810547,0.040815241634845734,1.1415467262268066,0.004661404062062502,-0.0012367300223559141,0.0008267571683973074,0.9999880194664001
1773764471658852331,-0.0186525397002697,0.04453706368803978,1.1483663320541382,0.0051841288805007935,-0.0005941285635344684,0.0006840128335170448,0.9999861121177673
1773764471707997923,-0.01954430155456066,0.032477330416440964,1.1529430150985718,0.003552995854988694,-0.0004357989819254726,0.0007421620539389551,0.9999933242797852
1773764471751461159,-0.0067200250923633575,0.017393911257386208,1.1649141311645508,0.0017075897194445133,-0.0019712212961167097,0.0005890069296583533,0.9999964237213135
1773764471792034572,-0.006135693751275539,0.020454423502087593,1.1713842153549194,0.0022077830508351326,-0.0018993890844285488,0.0006696690688841045,0.9999955296516418
1773764471850578842,-0.0047165751457214355,0.008013964630663395,1.1719121932983398,0.0005326775717549026,-0.002091622445732355,0.0005820379592478275,0.9999974966049194
1773764471892416284,-0.004971477668732405,0.0078525235876441,1.1725283861160278,0.0004284742462914437,-0.0019982107914984226,0.00062891049310565,0.9999976754188538
1773764471935683573,-0.005239247344434261,0.0077427891083061695,1.1733261346817017,0.00018044211901724339,-0.0017782702343538404,0.0008209641091525555,0.9999980330467224
1773764471984433455,-0.0031464076600968838,0.007955780252814293,1.2031062841415405,0.0007105073309503496,-0.0023445754777640104,0.0006914379191584885,0.9999967813491821
1773764472033046464,-0.002531716600060463,0.0013811078388243914,1.2115472555160522,-9.39098244998604e-05,-0.0024843127466738224,0.0004601351101882756,0.9999967813491821
1773764472079378781,-0.008313024416565895,0.008096138015389442,1.2203526496887207,0.0005770748248323798,-0.001898104790598154,0.0006413463852368295,0.9999977946281433
1773764472124109340,-0.007587408181279898,0.01024774182587862,1.2294777631759644,0.0010921061038970947,-0.0019377166172489524,0.00041117906221188605,0.9999974370002747
1773764472170956766,-0.00790297333151102,0.008992625400424004,1.2371058464050293,0.0009331974433735013,-0.0019141879165545106,0.0004675495729316026,0.999997615814209
1773764472208852734,-0.005068154539912939,0.0107865696772933,1.245369553565979,0.0010727026965469122,-0.0022736636456102133,0.000530610210262239,0.9999966621398926
1773764472259851166,-0.004814728628844023,0.007131827529519796,1.2521926164627075,0.0005624113255180418,-0.0022713933140039444,0.0006050090305507183,0.999997079372406
1773764472297657291,-0.0025532066356390715,0.007780440151691437,1.2592638731002808,0.0005765684763900936,-0.0024887677282094955,0.000615071679931134,0.999996542930603
1773764472355550961,-0.004936660639941692,0.014134119264781475,1.269313097000122,0.001491716830059886,-0.002244265517219901,0.0007101960363797843,0.9999961256980896
1773764472392555757,-0.005525432527065277,0.010295386426150799,1.2761317491531372,0.000981713179498911,-0.0020808714907616377,0.000560750428121537,0.9999971985816956
1773764472444664992,-0.0034304484724998474,0.0028633256442844868,1.2827237844467163,-1.3987244528834708e-05,-0.0024023617152124643,0.00040304515277966857,0.9999970197677612
1773764472499863784,-0.0016109137795865536,0.007037858944386244,1.2924213409423828,0.0005139491404406726,-0.002557020168751478,0.0006668983842246234,0.9999963641166687
1773764472535505070,-0.0010154247283935547,0.0064653800800442696,1.3005679845809937,0.00031937711173668504,-0.002705755876377225,0.0007844182546250522,0.9999960064888
1773764472581999428,-0.002360701095312834,0.005385632161051035,1.3091200590133667,0.00025273405481129885,-0.002560428809374571,0.0006921201129443944,0.9999964237213135
1773764472620722916,-0.0022675213403999805,0.004065564833581448,1.3193333148956299,0.00010775136615848169,-0.0026633429806679487,0.0008143955492414534,0.9999961256980896
1773764472674534542,-0.0026590744964778423,0.003960376605391502,1.325879693031311,0.0001208018438774161,-0.0025988109409809113,0.0006973905256018043,0.9999963641166687
1773764472724245991,-0.0014011906459927559,0.010645367205142975,1.3382351398468018,0.001038367161527276,-0.0027746111154556274,0.0007102569215930998,0.9999953508377075
1773764472766659358,-0.004058392718434334,0.007354328874498606,1.342846393585205,0.0005037264199927449,-0.0024349368177354336,0.0009632775327190757,0.9999964237213135
1773764472807082682,-0.0024305246770381927,0.007128006312996149,1.3539527654647827,0.0004048651026096195,-0.002678816905245185,0.0007505083340220153,0.9999960660934448
1773764472856370447,-0.008609396405518055,0.0045535750687122345,1.3584541082382202,0.00010497805487830192,-0.0020284680649638176,0.0007476196042262018,0.9999976754188538
1773764472897510328,-0.0054963454604148865,0.005193930119276047,1.367743968963623,0.00017513828061055392,-0.002345854416489601,0.0006439993740059435,0.9999970197677612
1773764472953874538,-0.005826041102409363,0.007162487134337425,1.376611590385437,0.0005689504905603826,-0.002206213539466262,0.000580265186727047,0.9999971985816956
1773764472991358235,-0.009570643305778503,0.007980785332620144,1.386806845664978,0.0006883658934384584,-0.0019448362290859222,0.0005738832405768335,0.9999976754188538
1773764473038206892,-0.01132306270301342,0.008733701892197132,1.394063115119934,0.0007353305700235069,-0.0017549851909279823,0.0005918222013860941,0.9999979734420776
1773764473088177538,-0.010137374512851238,0.008186734281480312,1.4021008014678955,0.0006607245304621756,-0.0019584642723202705,0.0004964340478181839,0.9999977350234985
1773764473135013732,-0.00778624601662159,0.007874389179050922,1.413256049156189,0.0006304890848696232,-0.00227795890532434,0.000637247518170625,0.9999970197677612
1773764473178983539,-0.006674271076917648,0.007530259434133768,1.4205936193466187,0.00047406114754267037,-0.0023930654861032963,0.0006585083319805562,0.9999967813491821
1773764473228159327,-0.005305249243974686,0.007263514678925276,1.4282289743423462,0.0004218766698613763,-0.0025731485802680254,0.0006654091994278133,0.9999963641166687
1773764473272156236,-0.004643910564482212,0.007072150241583586,1.433068871498108,0.0004393320996314287,-0.0026366435922682285,0.0007682378636673093,0.9999961256980896
1773764473323768255,-0.0023443694226443768,0.006621004547923803,1.4449619054794312,0.0004308303177822381,-0.0029871652368456125,0.0004631013434845954,0.9999952912330627
1773764473372013867,-0.005031564272940159,-0.0008014192571863532,1.4510703086853027,-0.000727116537746042,-0.002623446984216571,0.0008335653692483902,0.9999959468841553
1773764473419999529,-0.004707640036940575,0.0005818760837428272,1.4538124799728394,-0.0006052848766557872,-0.0027222547214478254,0.0007001697667874396,0.9999958276748657
1773764473465047166,-0.0038787429220974445,0.01096709817647934,1.4664136171340942,0.000883714878000319,-0.0026972610503435135,0.0005932218628004193,0.999995768070221
1773764473512112400,-0.004056236706674099,0.011928013525903225,1.4786553382873535,0.0010795360431075096,-0.0027178667951375246,0.000494767795316875,0.9999955892562866
1773764473558159047,-0.007444236893206835,0.0037497670855373144,1.484725832939148,7.341503805946559e-05,-0.002345522167161107,0.0006812867941334844,0.9999970197677612
1773764473596989019,-0.006300379056483507,0.00606954749673605,1.4931273460388184,0.0003738916711881757,-0.0024646292440593243,0.0005298122996464372,0.9999967217445374
1773764473657666084,-0.007603286765515804,0.0027280673384666443,1.5015575885772705,-9.835212404141203e-05,-0.0025025822687894106,0.0007036261376924813,0.9999966025352478
1773764473695635503,-0.00750250369310379,0.0016364071052521467,1.5084447860717773,-0.00022508649271912873,-0.0025259910617023706,0.0005020026583224535,0.9999966621398926
1773764473734480864,-0.005653275176882744,0.0015799005050212145,1.5173044204711914,-0.0002000566164497286,-0.0026349255349487066,0.0005294946022331715,0.9999963641166687
1773764473793131656,-0.007836846634745598,-0.0018138822633773088,1.5271755456924438,-0.0007567604770883918,-0.0024272645823657513,0.0007686577155254781,0.9999964833259583
1773764473836549944,-0.006551006808876991,0.0020922727417200804,1.5349595546722412,-6.846347241662443e-05,-0.0026212402153760195,0.000500170630402863,0.9999964237213135
1773764473882248802,-0.008276136592030525,0.0032269307412207127,1.5431102514266968,5.257202428765595e-05,-0.0024862010031938553,0.0005907181766815484,0.9999967217445374
1773764473928846508,-0.007308024913072586,0.002369537251070142,1.5497424602508545,-0.00021444873709697276,-0.002608401933684945,0.0006736197392456234,0.9999963045120239
1773764473972343225,-0.007471100427210331,0.008197193033993244,1.5602607727050781,0.0006978283054195344,-0.0025778645649552345,0.000457248737802729,0.9999963045120239
1773764474013950884,-0.0075607458129525185,0.008610491640865803,1.5690176486968994,0.0007358810398727655,-0.0025190883316099644,0.00031619396759197116,0.9999964833259583
1773764474057792042,-0.008134277537465096,0.004603947512805462,1.5778801441192627,0.0002136927068931982,-0.002487167017534375,0.00019929849077016115,0.9999968409538269
1773764474102214878,-0.009759978391230106,0.005399946589022875,1.5854686498641968,0.0002750364365056157,-0.002312726341187954,0.0003680861264001578,0.9999971985816956
1773764474160486922,-0.007449360564351082,0.00680921645835042,1.595583438873291,0.0005089841433800757,-0.0026878362987190485,0.00024499217397533357,0.9999962449073792
1773764474205327891,-0.005793686490505934,0.004055902361869812,1.602043867111206,-2.6202167646260932e-05,-0.0029008635319769382,0.0005661809118464589,0.9999956488609314
1773764474250354517,-0.007355269510298967,0.006312934216111898,1.6089117527008057,0.00027645641239359975,-0.0026636181864887476,0.0005725222290493548,0.9999962449073792
1773764474288399190,-0.007300115190446377,0.005631486419588327,1.6203410625457764,0.00025334619567729533,-0.0027257082983851433,0.0006996915908530354,0.9999960064888
1773764474334677160,-0.0065689398907125,0.005963609088212252,1.628279685974121,0.0003450771910138428,-0.002892734482884407,0.0007116855122148991,0.9999954700469971
1773764474385838542,-0.007906613871455193,0.005401895381510258,1.6352472305297852,0.0001920080540003255,-0.002775405300781131,0.0005603090976364911,0.9999959468841553
1773764474425923605,-0.00573228532448411,0.002249355660751462,1.64161217212677,-0.0003111978294327855,-0.0029193914961069822,0.0007328516221605241,0.9999954104423523
1773764474483893968,-0.006868972443044186,0.0037316156085580587,1.6515828371047974,-3.4270215110154822e-06,-0.00291198561899364,0.0005749044939875603,0.9999955892562866
1773764474529159814,-0.007914992049336433,0.006832129787653685,1.6612110137939453,0.00042823937837965786,-0.002669468056410551,0.0004776731366291642,0.9999961853027344
1773764474575797556,-0.007851184345781803,0.0027123750187456608,1.6698150634765625,-0.00021744394325651228,-0.0028605018742382526,0.0006667604902759194,0.9999956488609314
1773764474618339217,-0.008915667422115803,0.006669281516224146,1.6774603128433228,0.0004100949445273727,-0.0026623872108757496,0.0005868941661901772,0.9999961853027344
1773764474669027851,-0.00750604597851634,0.0033517293632030487,1.685673713684082,-0.00022131098376121372,-0.0028215537313371897,0.0005675550200976431,0.9999958276748657
1773764474713938214,-0.007219470571726561,0.006159468553960323,1.6930031776428223,0.00023042956308927387,-0.0029568106401711702,0.0008637961000204086,0.999995231628418
1773764474762415069,-0.007487879134714603,0.0056179724633693695,1.7018365859985352,0.0001996927021536976,-0.002911659888923168,0.0006260631489567459,0.9999955296516418
1773764474796203544,-0.010768972337245941,0.007358198054134846,1.7088645696640015,0.0004903624067083001,-0.00250801257789135,0.0005547557375393808,0.9999966025352478
1773764474852156592,-0.00922810286283493,0.004865086171776056,1.7194936275482178,4.191263724351302e-05,-0.002767313504591584,0.0004757970164064318,0.9999960660934448
1773764474893528818,-0.008992619812488556,0.004299511667340994,1.7260949611663818,-0.00013844299246557057,-0.002714883303269744,0.0007293723756447434,0.9999960064888
1773764474945177787,-0.006198270246386528,-0.00019444510689936578,1.7379984855651855,-0.000751917134039104,-0.003123264294117689,0.000618400052189827,0.9999946355819702
1773764474986411245,-0.006138519383966923,0.0059497845359146595,1.7458815574645996,0.00018107950745616108,-0.0031121154315769672,0.0007617748342454433,0.9999948143959045
1773764475030577117,-0.009527799673378468,0.00534779904410243,1.7522995471954346,9.070282249012962e-05,-0.0026870823930948973,0.0009087976068258286,0.9999959468841553
1773764475078015746,-0.008104681968688965,0.0075174556113779545,1.758338451385498,0.0005353001761250198,-0.002924438798800111,0.0007703111623413861,0.999995231628418
1773764475121890348,-0.004409288056194782,-0.001644650474190712,1.7670882940292358,-0.0008442018297500908,-0.0034959197510033846,0.0011587347835302353,0.999992847442627
1773764475172087397,-0.006259035784751177,0.002948768436908722,1.7757056951522827,-0.00010136821947526187,-0.003160478314384818,0.0008694605203345418,0.9999945759773254
1773764475216536813,-0.008605048060417175,0.004486864432692528,1.7814604043960571,2.2791302399127744e-05,-0.002813101513311267,0.0006769136525690556,0.9999958276748657
1773764475272075484,-0.010991283692419529,0.007402784191071987,1.7921372652053833,0.0005327017861418426,-0.0025480224285274744,0.0005266343941912055,0.9999964833259583
1773764475310718735,-0.01099279336631298,0.007485624868422747,1.7932283878326416,0.0003952139522880316,-0.0025137471966445446,0.0006610669661313295,0.999996542930603
1773764475357297653,-0.007086699828505516,0.008961433544754982,1.7979408502578735,0.0004851988051086664,-0.0030394920613616705,0.0005018275114707649,0.9999951124191284
1773764475407438884,-0.007342278026044369,0.009235688485205173,1.8166139125823975,0.000840306980535388,-0.003068439895287156,0.00046758385724388063,0.9999948143959045
1773764475449060648,-0.006733378395438194,0.00887060072273016,1.8226940631866455,0.0007305552717298269,-0.0031604075338691473,0.0006213054293766618,0.9999945163726807
1773764475504614057,-0.006526470184326172,0.007644862402230501,1.8321983814239502,0.0004715885443147272,-0.0033221484627574682,0.0004706212494056672,0.9999942779541016
1773764475542858853,-0.005553253460675478,0.008935759775340557,1.8406774997711182,0.0007376532885245979,-0.0033742624800652266,0.000372850161511451,0.9999939203262329
1773764475592688425,-0.006087880115956068,0.009044619277119637,1.847841739654541,0.0006526896031573415,-0.0033364095725119114,0.0005376515327952802,0.9999940395355225
1773764475636987182,-0.005743983667343855,0.008887534961104393,1.8579835891723633,0.0007223389693535864,-0.00336387287825346,0.0003338393580634147,0.9999940395355225
1773764475682304085,-0.005434606224298477,0.009323728270828724,1.8662605285644531,0.0008982988656498492,-0.0034946787636727095,0.00039540769648738205,0.9999933838844299
1773764475744230097,-0.004926702007651329,0.009418745525181293,1.8746289014816284,0.0009306861320510507,-0.0036125339102,0.0005446418072097003,0.9999929070472717
1773764475782923645,-0.004556204192340374,0.009577334858477116,1.883543610572815,0.0009442992741242051,-0.003647676669061184,0.00032654678216204047,0.999992847442627
1773764475829824241,-0.004062650725245476,0.009681245312094688,1.8906396627426147,0.0010165742132812738,-0.0037821936421096325,0.0005144955939613283,0.9999921917915344
1773764475876764082,-0.004269765689969063,0.009404162876307964,1.8996843099594116,0.0008124898886308074,-0.003755769459530711,0.00030473392689600587,0.9999925494194031
1773764475916333102,-0.006194594316184521,0.010371191427111626,1.9084234237670898,0.001044183736667037,-0.0034688012674450874,0.00020546556334011257,0.9999933838844299
1773764475963714130,-0.010234346613287926,0.008258765563368797,1.9178215265274048,0.0007909120758995414,-0.0031187674030661583,0.00020732395933009684,0.9999948143959045
1773764476020116891,-0.00526127964258194,0.008556174114346504,1.9245495796203613,0.0007224577711895108,-0.0037780527491122484,0.0003497508878353983,0.9999925494194031
1773764476066608870,-0.001660127192735672,0.007951860316097736,1.9300520420074463,0.0006893211393617094,-0.004187612794339657,0.0004911088617518544,0.9999908804893494
1773764476107084601,-0.0074365814216434956,0.009611980058252811,1.9409011602401733,0.0009281205129809678,-0.0035523553378880024,5.126061296323314e-05,0.9999932646751404
1773764476150289305,-0.00695950910449028,0.007224622182548046,1.950028896331787,0.0005768727860413492,-0.0035993214696645737,0.00044156445073895156,0.9999932646751404
1773764476197930683,-0.005562678910791874,0.005824536085128784,1.9577929973602295,0.0003673498868010938,-0.0038376073352992535,0.0004530165751930326,0.9999924302101135
1773764476243719291,-0.008551253005862236,0.009770059958100319,1.9675753116607666,0.0010090905707329512,-0.0035213769879192114,0.00013998795475345105,0.9999932646751404
1773764476293564823,-0.007755551487207413,0.009039932861924171,1.976327896118164,0.000806686410214752,-0.0037605881225317717,2.8090675186831504e-05,0.9999926090240479
1773764476346639769,-0.005854581482708454,0.009316310286521912,1.9849375486373901,0.0008485661237500608,-0.0038599069230258465,0.0003935667918995023,0.9999921321868896
1773764476387477316,-0.007894346490502357,0.008684656582772732,1.9932620525360107,0.0008427979773841798,-0.0037138008046895266,0.00020872391178272665,0.9999927282333374
1773764476429040576,-0.007351730950176716,0.010548233054578304,2.001957416534424,0.0010172335896641016,-0.0038283111061900854,0.00033391834585927427,0.9999920725822449
1773764476477180161,-0.007762516383081675,0.011930297128856182,2.009023427963257,0.0013385819038376212,-0.0037813179660588503,0.0002643190964590758,0.9999918937683105
1773764476531451325,-0.007552049122750759,0.010293363593518734,2.017421007156372,0.0011303588980808854,-0.00387729424983263,0.0005818548379465938,0.9999916553497314
1773764476568528808,-0.008131315931677818,0.01020608190447092,2.026643753051758,0.001070445985533297,-0.0036985899787396193,0.0004099145589862019,0.9999924898147583
1773764476633691667,-0.006414174102246761,0.008867975324392319,2.0332682132720947,0.0007393673877231777,-0.004103839863091707,0.0003810063353739679,0.999991238117218
1773764476670023958,-0.006297511048614979,0.007705851458013058,2.041865587234497,0.0005678163142874837,-0.00401977077126503,0.0005088187754154205,0.9999915957450867
1773764476710919816,-0.008091438561677933,0.012271909043192863,2.052300453186035,0.0013972276356071234,-0.003776042489334941,0.00041460906504653394,0.999991774559021
1773764476756795331,-0.008874254301190376,0.01188629399985075,2.0612969398498535,0.0014118646504357457,-0.003701824229210615,0.0003932634135708213,0.9999920725822449
1773764476807918408,-0.008008666336536407,0.010083543136715889,2.067857027053833,0.001155668287537992,-0.0038763994816690683,0.0005849697627127171,0.9999916553497314
1773764476856759120,-0.007551589049398899,0.004918647464364767,2.0750038623809814,0.0002210830571129918,-0.004056273028254509,0.0005517806275747716,0.9999915957450867
1773764476909845899,-0.00874958373606205,0.007700212299823761,2.081833839416504,0.000674822018481791,-0.003786936169490218,0.0004471283173188567,0.9999924898147583
1773764476938802720,-0.011979950591921806,0.003451023017987609,2.090766191482544,-4.159558375249617e-05,-0.0034563718363642693,0.0003373413346707821,0.9999939799308777
1773764477001585697,-0.008404468186199665,0.007696188520640135,2.098557472229004,0.0006392633658833802,-0.0039559537544846535,0.0004999252269044518,0.9999918341636658
1773764477033411259,-0.0069726211950182915,0.008421977050602436,2.1063971519470215,0.0007473239675164223,-0.004204025957733393,0.0001984172558877617,0.9999908804893494
1773764477088713043,-0.010879576206207275,0.007212661672383547,2.114675760269165,0.0005266891676001251,-0.003630348714068532,0.0003240803780499846,0.9999932050704956
1773764477125738314,-0.009260383434593678,-6.777720409445465e-05,2.124189615249634,-0.0006255049374885857,-0.003981004469096661,0.0002898845123127103,0.9999918341636658
1773764477177246339,-0.00771899800747633,8.629230433143675e-05,2.1309616565704346,-0.0006242021336220205,-0.004296393599361181,0.00023224760661832988,0.9999905228614807
1773764477223533324,-0.007468603551387787,0.0010104917455464602,2.141108512878418,-0.0005662068142555654,-0.004219909198582172,0.00021761396783404052,0.9999908804893494
1773764477269928326,-0.008477391675114632,0.005939811933785677,2.1497421264648438,0.0003453587996773422,-0.004168365150690079,0.00018109753727912903,0.999991238117218
1773764477311586197,-0.007503869943320751,-0.002042842796072364,2.156480550765991,-0.0010224091820418835,-0.0043352339416742325,0.00019914157746825367,0.9999900460243225
1773764477367979838,-0.010892217047512531,0.007217918056994677,2.1661856174468994,0.0006636992329731584,-0.0038424921222031116,0.0003575028385967016,0.999992311000824
1773764477413734570,-0.0073533132672309875,0.005550175905227661,2.175745725631714,0.0002405563573120162,-0.004448939114809036,0.00015781636466272175,0.9999900460243225
1773764477458688323,-0.0057354941964149475,0.0012148133246228099,2.182805299758911,-0.0006201809155754745,-0.004769588354974985,0.00019721363787539303,0.9999883770942688
1773764477505225579,-0.0061880359426140785,-0.0035087130963802338,2.1877496242523193,-0.001328780665062368,-0.004820759408175945,0.00010962422675220296,0.9999874830245972
1773764477551417701,-0.007164713926613331,-0.008366738446056843,2.196556806564331,-0.002111948560923338,-0.004601295106112957,0.00024064368335530162,0.9999871253967285
1773764477588555839,-0.009721516631543636,-0.0038347600493580103,2.2049288749694824,-0.0012920773588120937,-0.004090763162821531,0.0004038854385726154,0.999990701675415
1773764477644988886,-0.009487640112638474,-0.0037661949172616005,2.206939697265625,-0.0015199377667158842,-0.004047548398375511,0.00026629777858033776,0.9999905824661255
1773764477691069103,-0.010279539972543716,-0.001678234664723277,2.2123024463653564,-0.0012732866453006864,-0.003979145083576441,0.0004329911316744983,0.9999911785125732
1773764477730378603,-0.010798396542668343,-0.001459433464333415,2.232146978378296,-0.0008588309865444899,-0.00402733962982893,0.0003674164763651788,0.9999914169311523
1773764477776218729,-0.012664341367781162,-0.0004919184721074998,2.240734100341797,-0.0006252454477362335,-0.003791772061958909,0.00029976884252391756,0.9999925494194031
1773764477821927643,-0.010154657065868378,0.00029172186623327434,2.2492291927337646,-0.000501119764521718,-0.004189362283796072,0.0003058610309381038,0.9999910593032837
1773764477865693484,-0.01267334632575512,-0.0007783648325130343,2.257798194885254,-0.0007664456497877836,-0.0038690248038619757,0.00026043379330076277,0.9999921917915344
1773764477912644495,-0.01115071028470993,0.000524805102031678,2.2669641971588135,-0.0004549607401713729,-0.0040987455286085606,0.00019185597193427384,0.9999914765357971
1773764477957453540,-0.009788899682462215,0.00018217938486486673,2.2745473384857178,-0.0005430273595266044,-0.00428732531145215,0.00027236752794124186,0.9999905824661255
1773764478005494093,-0.011573760770261288,0.0029899301007390022,2.2831101417541504,-0.00011536556121427566,-0.004010479431599379,0.00033964432077482343,0.9999918937683105
1773764478060563729,-0.012892691418528557,0.0007596028153784573,2.2916626930236816,-0.00042247414239682257,-0.0038461361546069384,0.0004272240912541747,0.9999924302101135
1773764478104063589,-0.012779805809259415,0.0011955928057432175,2.3006434440612793,-0.0004373423580545932,-0.003936062101274729,0.00010422926425235346,0.9999921321868896
1773764478146209196,-0.012400973588228226,-0.0019983656238764524,2.307576894760132,-0.0011019776575267315,-0.004093991592526436,0.0005041174008511007,0.9999908804893494
1773764478190019832,-0.012669580057263374,-0.0034858649596571922,2.316307544708252,-0.0013928451808169484,-0.004073424264788628,0.0005245101056061685,0.9999905824661255
1773764478243388851,-0.012797761708498001,-0.0002473320346325636,2.325326919555664,-0.0006320201209746301,-0.004049443174153566,0.0004027775430586189,0.9999914765357971
1773764478290345070,-0.012847010977566242,-0.001302459859289229,2.3331892490386963,-0.0009033316164277494,-0.004147222265601158,0.0004996970528736711,0.9999908804893494
1773764478334393494,-0.013176027685403824,0.0010594812920317054,2.3407652378082275,-0.0004364240448921919,-0.0040023853071033955,0.00027580378809943795,0.9999918341636658
1773764478372013146,-0.012686502188444138,0.00016984577814582735,2.349216938018799,-0.0007353973342105746,-0.0041337450966238976,0.00034245059941895306,0.9999911189079285
1773764478429509544,-0.01296999305486679,-4.7889330744510517e-05,2.357421398162842,-0.00065511220600456,-0.004087026696652174,0.0004418552853167057,0.9999912977218628
1773764478472120766,-0.012871822342276573,-0.0020002503879368305,2.3659017086029053,-0.0012270499719306827,-0.0042531355284154415,0.0005729951080866158,0.9999900460243225
1773764478509355168,-0.014205831103026867,0.002711225999519229,2.3757057189941406,-0.000260726927081123,-0.004041100386530161,0.0006494645494967699,0.9999915957450867
1773764478556757345,-0.012747613713145256,0.0034462912008166313,2.384249687194824,-0.00012529562809504569,-0.0043027158826589584,0.0005591741646640003,0.9999905824661255
1773764478608178071,-0.01240693312138319,0.0009200250497087836,2.391542434692383,-0.0006208824343048036,-0.004513304680585861,0.000703117111697793,0.99998939037323
1773764478656016505,-0.012086468748748302,1.497088851465378e-05,2.399172067642212,-0.0008119847625494003,-0.004551651421934366,0.0005726042436435819,0.9999891519546509
1773764478712398823,-0.013712352141737938,0.0016661457484588027,2.4064157009124756,-0.0004978952929377556,-0.004323204979300499,0.0005854595801793039,0.9999903440475464
