name,n,ate_rmse_m,ate_mean_m,ate_max_m,yaw_abs_mean_rad,yaw_abs_max_rad,rpe_trans_rmse_m@1.0s,rpe_yaw_rmse_rad@1.0s
wheel,4575,0.641524719048421,0.5397415370475477,1.25138114649124,0.1502998917115075,0.4832474652822149,0.0103452960994852,0.0170237382643962
ekf,4590,0.6969592402961435,0.5942602663564852,1.2710367903353985,0.13358438996011593,0.35778989449166687,0.01486782528813889,0.026982740847331807
