lighting,trial,config,ate_rmse_m,ate_norm_rmse,drift_rate_m_per_m,yaw_abs_mean_deg,rpe_trans_rmse_m_1.0s,pose_count_ratio
bright,t03,default_1000_20_7,1.530396662063212,0.0746236795859552,0.1096215975655323,45.94233609142439,0.2353834273982558,0.8391210515989798
bright,t03,tuned_1800_10_4,2.2433960340350194,0.11630821543892,0.1744291698401573,61.58173400151543,0.3516282462578882,0.5569943103786541
dim,t03,default_1000_20_7,2.3320512787909826,0.1138078287037774,0.1760098071714833,59.3012342071648,0.2857471729375878,0.8669618790912591
dim,t03,tuned_1800_10_4,2.7487690947390755,0.1413828549912605,0.2310343966240423,58.73682502156713,0.2894038420537653,0.5979976896418945
lowlight,t03,default_1000_20_7,1.2600526531672094,0.0600237725328381,0.0209611930932899,54.10903799462722,0.502438343069663,0.9049161585365854
lowlight,t03,tuned_1800_10_4,0.5154053834407863,0.0245529280441382,0.0159631673148711,2.999531099262967,0.1866623743059036,0.6718124642652945
