lighting,trial,estimator,run_name,n_aligned,duration_s,gt_rows,est_rows,pose_count_ratio,gt_path_length_m,est_path_length_aligned_m,ate_rmse_m,ate_mean_m,ate_max_m,ate_final_m,ate_norm_rmse,drift_rate_m_per_m,yaw_abs_mean_rad,yaw_abs_max_rad,yaw_abs_mean_deg,yaw_abs_max_deg,rpe_trans_rmse_m_1.0s,rpe_yaw_rmse_rad_1.0s,rpe_yaw_rmse_deg_1.0s,aligned_csv,gt_csv,est_csv
bright,t01,orbslam3_default,bright_t01_orbslam3_default,4965,82.59505631600001,5129,4249,0.8284265938779489,18.940960525407743,34.76916992275348,0.9936016779350644,0.8947773029682344,3.4291694030166577,1.89837409725403,0.0524578295067047,0.1002258620785105,0.5366262558644767,3.044219830189415,30.746419636941955,174.42094817988564,0.3089039796795964,0.3337888138093377,19.124690279953104,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/aligned/bright_t01_orbslam3_default_aligned.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/bright_t01_orbslam3_default_gt.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/bright_t01_orbslam3_default_orbslam3_default.csv
dim,t01,orbslam3_default,dim_t01_orbslam3_default,5749,95.290878073,5999,5340,0.8901483580596766,21.405055942396253,29.32516163060309,2.0629100383978347,1.8192558738612423,3.272152393397659,3.0704992453618285,0.0963748959100779,0.143447382413993,1.0433591543842535,2.7691298709528773,59.78007606255621,158.65945452920616,0.2689343114610537,0.3164586406087278,18.131744497327432,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/aligned/dim_t01_orbslam3_default_aligned.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/dim_t01_orbslam3_default_gt.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/dim_t01_orbslam3_default_orbslam3_default.csv
lowlight,t01,orbslam3_default,lowlight_t01_orbslam3_default,5056,84.27052686600001,5396,4891,0.906412157153447,19.396016158474367,26.477386119602123,1.6306297206598463,1.4876198854872735,3.13140806486139,2.7727944846337347,0.08407034245263832,0.14295690733492533,1.0247441878761308,3.1403740406507064,58.7135170458634,179.9301786217303,0.4732614501761067,0.3255912123555455,18.6550023145205,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/aligned/lowlight_t01_orbslam3_default_aligned.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/lowlight_t01_orbslam3_default_gt.csv,/media/vgtu/New Volume/Harish_Thesis/ros2_ws/analysis/results_v6_lighting_sweep/ablations/default_vs_tuned_t01/extracted/lowlight_t01_orbslam3_default_orbslam3_default.csv
