t_s,curvature,wheel_ate,ekf_ate,orb_ate,wheel_yaw_err,ekf_yaw_err,orb_yaw_err
0.0,0.00023230286223530072,0.01917954471277557,0.02419985312656925,0.06777218125843468,0.0032073154188791975,0.0001473824376891919,-0.036204368291374855
0.043464046,0.00023230286223530072,0.01918470881161128,0.022666398054413377,0.06774044632122483,0.0032049923902572885,0.00014504107942459044,-0.036380344641414375
0.088627673,0.012553282547500544,0.020085942898597345,0.022112975907603874,0.06753665980398837,0.003079459564781839,1.9489207560230426e-05,-0.03647434957211981
0.133897181,0.005109666116265288,0.022015429291126272,0.022674831109196616,0.06763313411925723,0.003130556225944492,7.056677768257913e-05,-0.03650839037861031
0.178981227,0.009683369419777321,0.019687106018959677,0.017979147788881933,0.0663135507963066,0.0029174751416958244,-3.280855207377087e-05,-0.036420531760579244
0.224065153,0.006137564282271413,0.017590077322437357,0.014412255183453257,0.0700050475637799,0.0028368192993788455,-0.00010080541581647395,-0.03618262614448353
0.268982924,0.007209152040310585,0.016479665878971067,0.012058787944467119,0.07126283731376117,0.002503694413662494,-0.00017949375489534347,-0.0360808743700316
0.314388029,0.008449496620110963,0.016165446288216784,0.012587708993907442,0.07199798546910079,0.002462991761102984,-0.00026423938395847557,-0.036401498236942054
0.359371405,0.0044532214545700555,0.016588181680763717,0.013962533187783463,0.07126192153926518,0.0022604744645193797,-0.0003087751072143874,-0.03625853976865834
0.408395399,0.019184986651765712,0.01679073773137751,0.015300823895663718,0.07200513359690276,0.001942287975868151,-0.0005006287976105916,-0.036164370991417005
0.453056564,0.012860253028668112,0.01736371726026575,0.012935113061916064,0.07214623566889732,0.0019317098549929135,-0.0005909594151809472,-0.03608010580754106
0.497916455,0.011651185218308768,0.01806689786428541,0.010612515261371452,0.07024050463861757,0.001883014641059333,-0.0006678798865462632,-0.03618203792085328
0.543401923,0.004338108143420172,0.018027691494047746,0.00851008690406013,0.07011006742039134,0.001966754762190437,-0.0006711174802203068,-0.036008889396313304
0.589129258,0.003116954336324085,0.018007645028207977,0.01019016790298575,0.06999770746718927,0.0020426424744397487,-0.0006579015995358262,-0.03593181149829139
0.634296182,0.01084547443732653,0.01795745557656727,0.012323966929105024,0.06618316074040742,0.002007061869720328,-0.0007223858905445191,-0.036044543523753525
0.679002011,0.017059949626130333,0.018084776440105567,0.01467895726536558,0.06550382077685858,0.0019317680100647827,-0.0008494638140468247,-0.036106969077471796
0.72903569,0.0029224109955094946,0.017418258085462615,0.014086879186727347,0.06961641034967224,0.0020463109910844324,-0.00077893526400441,-0.03628146448312952
0.7736503760000001,0.01628959979069755,0.017421030525014324,0.014327054469022682,0.06941385541563372,0.001986593138401993,-0.0008522124664254171,-0.03632553607456446
0.8192832430000001,0.0023259660302255014,0.017853584389778448,0.014405759338999817,0.0690914707762459,0.0020283403915852816,-0.0007838080819531079,-0.035966210783484165
0.865474107,0.015669219013192404,0.017859329279363192,0.011903547300280407,0.07055353957798167,0.001969092793188132,-0.0008059336989383326,-0.036176962961976145
0.910326735,0.00845899652692772,0.01790512343238083,0.009851365690841829,0.06683672974139247,0.0019557568056600694,-0.0007594649081261728,-0.03629396377844385
0.956832586,0.008321394161248108,0.017905996105597666,0.007902119848856302,0.06403429972072519,0.001969711914582284,-0.0007067893990120311,-0.03598510860404858
1.002548591,0.0018164510585894078,0.01774531476147007,0.007902949971950833,0.06606549691868213,0.002025202944110127,-0.0006259549080556148,-0.03611072956796235
1.050672268,0.014254652108158794,0.01742341313391335,0.007698368116408473,0.06776308033523687,0.0019854221542257022,-0.0006648028695073194,-0.036309108951828595
1.095018316,0.00466811426993452,0.0175359971090545,0.007848406857927344,0.0668561925108583,0.0021006614694094594,-0.0005225633324887902,-0.0358418479947229
1.1407946450000002,0.007787304910245041,0.01791666058151447,0.009586324005267403,0.06334937502961141,0.00211590593979194,-0.000534776040172158,-0.03595059477640916
1.187046605,0.013445499680475592,0.017700681176550825,0.011734471020437934,0.05899730836366445,0.002055897362449155,-0.0006038371458823022,-0.035854627365579095
1.232245258,0.0012901921340180422,0.017637350728506786,0.014211884692967127,0.05245155000730108,0.00211127075788875,-0.0005528344069243296,-0.03441988975473853
1.277167077,0.013110369899882457,0.017787123205540652,0.011905356805258789,0.06448855408697594,0.0020760970206024076,-0.0005677286286758232,-0.035856409956680046
1.322817137,0.006978451685668574,0.017944502768949298,0.009561568931231168,0.06341119972620524,0.002047657651023549,-0.0005180400759310366,-0.03587312831213252
1.368107945,0.006790829553171562,0.017905684622266754,0.007747501350457321,0.06339075248926816,0.002042821473124512,-0.00046741551835172146,-0.035982440271812965
